CAN Message; 0x150:0000f09204083344
Timestamp;Amplitude
1739209698.3216646;-38.13080360867914
1739209698.3216674;-38.13080360867914
1739209698.3216703;-45.120503652039325
1739209698.3216732;-33.981070128970906
1739209698.321676;-31.141103565318915
1739209698.3216789;-45.120503652039325
1739209698.321682;-45.120503652039325
1739209698.3216848;-45.120503652039325
1739209698.3216877;-45.120503652039325
1739209698.3216906;-38.13080360867914
1739209698.3216934;-45.120503652039325
1739209698.3216963;-33.981070128970906
1739209698.3216991;-38.13080360867914
1739209698.321702;-35.57807855764607
1739209698.3217049;-45.120503652039325
1739209698.3217077;-38.13080360867914
1739209698.3217106;-32.816014438256545
1739209698.3217134;-35.57807855764607
1739209698.3217165;-45.120503652039325
1739209698.3217194;-28.588378514285886
1739209698.3217223;-33.981070128970906
1739209698.3217251;-38.13080360867914
1739209698.321728;-30.49652367304973
1739209698.3217309;-35.57807855764607
1739209698.3217337;-38.13080360867914
1739209698.3217366;-35.57807855764607
1739209698.3217394;-38.13080360867914
1739209698.3217423;-45.120503652039325
1739209698.3217452;-45.120503652039325
1739209698.321748;-38.13080360867914
1739209698.321751;-35.57807855764607
1739209698.321754;-38.13080360867914
1739209698.3217568;-38.13080360867914
1739209698.3217597;-38.13080360867914
1739209698.3217626;-45.120503652039325
1739209698.3217654;-38.13080360867914
1739209698.3217683;-38.13080360867914
1739209698.3217711;-45.120503652039325
1739209698.321774;-45.120503652039325
1739209698.3217769;-33.981070128970906
1739209698.3217797;-38.13080360867914
1739209698.3217826;-38.13080360867914
1739209698.3217857;-45.120503652039325
1739209698.3217885;-38.13080360867914
1739209698.3217914;-38.13080360867914
1739209698.3217943;-45.120503652039325
1739209698.3217971;-38.13080360867914
1739209698.3218;-38.13080360867914
1739209698.3218029;-45.120503652039325
1739209698.3218057;-45.120503652039325
1739209698.3218086;-45.120503652039325
1739209698.3218114;-33.981070128970906
1739209698.3218143;-38.13080360867914
1739209698.3218172;-38.13080360867914
1739209698.3218203;-45.120503652039325
1739209698.3218231;-38.13080360867914
1739209698.321826;-38.13080360867914
1739209698.3218288;-45.120503652039325
1739209698.3218317;-38.13080360867914
1739209698.3218346;-38.13080360867914
1739209698.3218374;-45.120503652039325
1739209698.3218403;-45.120503652039325
1739209698.3218431;-38.13080360867914
1739209698.321846;-38.13080360867914
1739209698.3218489;-35.57807855764607
1739209698.3218517;-38.13080360867914
1739209698.3218546;-45.120503652039325
1739209698.3218577;-45.120503652039325
1739209698.3218606;-45.120503652039325
1739209698.3218634;-45.120503652039325
1739209698.3218663;-45.120503652039325
1739209698.3218691;-38.13080360867914
1739209698.321872;-38.13080360867914
1739209698.3218749;-38.13080360867914
1739209698.3218777;-38.13080360867914
1739209698.3218806;-45.120503652039325
1739209698.3218834;-31.141103565318893
1739209698.3218863;-35.57807855764607
1739209698.3218892;-45.120503652039325
1739209698.3218923;-45.120503652039325
1739209698.3218951;-35.57807855764607
1739209698.321898;-38.13080360867914
1739209698.3219008;-45.120503652039325
1739209698.3219037;-45.120503652039325
1739209698.3219066;-45.120503652039325
1739209698.3219094;-45.120503652039325
1739209698.3219123;-45.120503652039325
1739209698.3219151;-38.13080360867914
1739209698.321918;-38.13080360867914
1739209698.3219209;-38.13080360867914
1739209698.3219237;-38.13080360867914
1739209698.3219268;-45.120503652039325
1739209698.3219297;-35.57807855764607
1739209698.3219326;-35.57807855764607
1739209698.3219354;-45.120503652039325
1739209698.3219383;-45.120503652039325
1739209698.3219411;-35.57807855764607
1739209698.321944;-35.57807855764607
1739209698.3219469;-45.120503652039325
1739209698.3219497;-45.120503652039325
1739209698.3219526;-35.57807855764607
1739209698.3219554;-38.13080360867914
