CAN Message; 0x150:0200e0e349da93dc
1739209793.620725;-45.120503652039325
1739209793.6207302;-45.120503652039325
1739209793.6207354;-45.120503652039325
1739209793.6207407;-45.120503652039325
1739209793.620746;-45.120503652039325
1739209793.6207511;-45.120503652039325
1739209793.6207564;-38.13080360867914
1739209793.6207616;-35.57807855764607
1739209793.6207669;-45.120503652039325
1739209793.6207721;-38.13080360867914
1739209793.6207774;-38.13080360867914
1739209793.6207826;-38.13080360867914
1739209793.6207879;-38.13080360867914
1739209793.620793;-38.13080360867914
1739209793.6207983;-45.120503652039325
1739209793.6208038;-45.120503652039325
1739209793.620809;-45.120503652039325
1739209793.6208143;-45.120503652039325
1739209793.6208196;-45.120503652039325
1739209793.6208248;-33.981070128970906
1739209793.62083;-32.816014438256545
1739209793.6208353;-33.981070128970906
1739209793.6208405;-38.13080360867914
1739209793.6208458;-38.13080360867914
1739209793.620851;-38.13080360867914
1739209793.6208563;-38.13080360867914
1739209793.6208615;-45.120503652039325
1739209793.6208668;-33.981070128970906
1739209793.620872;-38.13080360867914
1739209793.6208773;-45.120503652039325
1739209793.6208825;-38.13080360867914
1739209793.6208878;-38.13080360867914
1739209793.620893;-45.120503652039325
1739209793.6208985;-38.13080360867914
1739209793.6209037;-45.120503652039325
1739209793.620909;-38.13080360867914
1739209793.6209142;-38.13080360867914
1739209793.6209195;-45.120503652039325
1739209793.6209247;-45.120503652039325
1739209793.62093;-38.13080360867914
1739209793.6209352;-35.57807855764607
1739209793.6209404;-32.816014438256545
1739209793.6209457;-45.120503652039325
1739209793.620951;-38.13080360867914
1739209793.6209562;-27.8777449560314
1739209793.6209614;-38.13080360867914
1739209793.6209667;-45.120503652039325
1739209793.620972;-38.13080360867914
1739209793.6209772;-45.120503652039325
1739209793.6209824;-45.120503652039325
1739209793.6209877;-45.120503652039325
1739209793.6209931;-38.13080360867914
1739209793.6209984;-45.120503652039325
1739209793.6210036;-38.13080360867914
1739209793.6210089;-38.13080360867914
1739209793.621014;-38.13080360867914
1739209793.6210194;-38.13080360867914
1739209793.6210246;-45.120503652039325
1739209793.6210299;-45.120503652039325
1739209793.621035;-33.981070128970906
1739209793.6210403;-38.13080360867914
1739209793.6210456;-45.120503652039325
1739209793.6210508;-38.13080360867914
1739209793.621056;-38.13080360867914
1739209793.6210613;-45.120503652039325
1739209793.6210666;-38.13080360867914
1739209793.6210718;-38.13080360867914
1739209793.621077;-38.13080360867914
1739209793.6210823;-45.120503652039325
1739209793.6210876;-45.120503652039325
1739209793.621093;-33.981070128970906
1739209793.6210983;-38.13080360867914
1739209793.6211035;-45.120503652039325
1739209793.6211088;-38.13080360867914
1739209793.621114;-45.120503652039325
1739209793.6211193;-45.120503652039325
1739209793.6211245;-38.13080360867914
1739209793.6211298;-45.120503652039325
1739209793.621135;-45.120503652039325
1739209793.6211402;-38.13080360867914
1739209793.6211455;-38.13080360867914
1739209793.6211507;-45.120503652039325
1739209793.621156;-38.13080360867914
1739209793.6211612;-33.981070128970906
1739209793.6211665;-35.57807855764607
1739209793.6211717;-38.13080360867914
1739209793.621177;-38.13080360867914
1739209793.6211822;-45.120503652039325
1739209793.6211877;-45.120503652039325
1739209793.621193;-33.981070128970906
1739209793.6211982;-45.120503652039325
1739209793.6212034;-33.981070128970906
1739209793.6212087;-28.992665084841942
1739209793.621214;-45.120503652039325
1739209793.6212192;-33.981070128970906
1739209793.6212244;-45.120503652039325
1739209793.6212296;-45.120503652039325
1739209793.621235;-45.120503652039325
1739209793.6212401;-45.120503652039325
1739209793.6212454;-38.13080360867914
1739209793.6212506;-38.13080360867914
1739209793.6212559;-35.57807855764607
1739209793.6212611;-35.57807855764607
1739209793.6212664;-45.120503652039325
1739209793.6212716;-45.120503652039325
1739209793.6212769;-45.120503652039325
1739209793.6212823;-45.120503652039325
1739209793.6212876;-38.13080360867914
1739209793.6212928;-28.58837851428586
1739209793.621298;-45.120503652039325
1739209793.6213033;-38.13080360867914
1739209793.6213086;-38.13080360867914
1739209793.6213138;-32.816014438256545
1739209793.621319;-38.13080360867914
1739209793.6213243;-45.120503652039325
1739209793.6213295;-38.13080360867914
1739209793.6213348;-31.141103565318943
1739209793.62134;-38.13080360867914
1739209793.6213453;-45.120503652039325
1739209793.6213505;-45.120503652039325
1739209793.6213558;-45.120503652039325
1739209793.621361;-38.13080360867914
1739209793.6213663;-45.120503652039325
1739209793.6213715;-38.13080360867914
1739209793.621377;-28.58837851428586
1739209793.6213822;-38.13080360867914
1739209793.6213875;-38.13080360867914
1739209793.6213927;-38.13080360867914
1739209793.621398;-45.120503652039325
1739209793.6214032;-45.120503652039325
1739209793.6214085;-45.120503652039325
1739209793.6214137;-45.120503652039325
1739209793.621419;-38.13080360867914
1739209793.6214242;-35.57807855764607
1739209793.6214294;-38.13080360867914
1739209793.6214347;-45.120503652039325
1739209793.62144;-38.13080360867914
1739209793.6214452;-45.120503652039325
1739209793.6214504;-45.120503652039325
1739209793.6214557;-33.981070128970906
1739209793.621461;-38.13080360867914
1739209793.6214662;-45.120503652039325
1739209793.6214714;-35.57807855764607
1739209793.621477;-33.981070128970906
1739209793.6214821;-45.120503652039325
1739209793.6214874;-45.120503652039325
1739209793.6214926;-45.120503652039325
1739209793.6214979;-33.981070128970906
1739209793.621503;-29.438486411369333
1739209793.6215084;-32.816014438256545
1739209793.6215136;-45.120503652039325
1739209793.6215189;-45.120503652039325
1739209793.621524;-38.13080360867914
1739209793.6215293;-38.13080360867914
1739209793.6215346;-45.120503652039325
1739209793.6215398;-45.120503652039325
1739209793.621545;-45.120503652039325
1739209793.6215503;-45.120503652039325
1739209793.6215556;-45.120503652039325
1739209793.6215608;-38.13080360867914
1739209793.621566;-38.13080360867914
1739209793.6215715;-38.13080360867914
1739209793.6215768;-38.13080360867914
1739209793.621582;-38.13080360867914
1739209793.6215873;-32.816014438256545
1739209793.6215925;-35.57807855764607
1739209793.6215978;-45.120503652039325
1739209793.621603;-45.120503652039325
1739209793.6216083;-45.120503652039325
1739209793.6216135;-45.120503652039325
1739209793.6216187;-45.120503652039325
1739209793.621624;-38.13080360867914
1739209793.6216292;-38.13080360867914
1739209793.6216345;-38.13080360867914
1739209793.6216397;-45.120503652039325
1739209793.621645;-45.120503652039325
1739209793.6216502;-32.816014438256545
1739209793.6216555;-35.57807855764607
1739209793.6216607;-45.120503652039325
1739209793.6216662;-45.120503652039325
1739209793.6216714;-45.120503652039325
1739209793.6216767;-45.120503652039325
1739209793.621682;-38.13080360867914
1739209793.6216872;-38.13080360867914
1739209793.6216924;-45.120503652039325
1739209793.6216977;-45.120503652039325
1739209793.621703;-38.13080360867914
1739209793.6217082;-45.120503652039325
1739209793.6217134;-28.21854285175415
1739209793.6217186;-32.816014438256545
1739209793.621724;-45.120503652039325
1739209793.6217291;-45.120503652039325
1739209793.6217344;-32.816014438256545
1739209793.6217396;-38.13080360867914
1739209793.6217449;-45.120503652039325
1739209793.62175;-38.13080360867914
1739209793.6217554;-38.13080360867914
1739209793.6217606;-45.120503652039325
1739209793.621766;-45.120503652039325
1739209793.6217713;-45.120503652039325
1739209793.6217766;-45.120503652039325
1739209793.6217818;-33.981070128970906
1739209793.621787;-38.13080360867914
1739209793.6217923;-38.13080360867914
1739209793.6217976;-32.816014438256545
1739209793.6218028;-38.13080360867914
1739209793.621808;-45.120503652039325
1739209793.6218133;-45.120503652039325
1739209793.6218185;-38.13080360867914
1739209793.6218238;-45.120503652039325
1739209793.621829;-38.13080360867914
1739209793.6218343;-38.13080360867914
1739209793.6218395;-45.120503652039325
1739209793.6218448;-38.13080360867914
1739209793.62185;-38.13080360867914
1739209793.6218553;-38.13080360867914
1739209793.6218607;-45.120503652039325
1739209793.621866;-38.13080360867914
1739209793.6218712;-33.981070128970906
1739209793.6218765;-45.120503652039325
1739209793.6218817;-45.120503652039325
1739209793.621887;-38.13080360867914
1739209793.6218922;-38.13080360867914
1739209793.6218975;-35.57807855764607
1739209793.6219027;-38.13080360867914
1739209793.621908;-45.120503652039325
1739209793.6219132;-35.57807855764607
1739209793.6219184;-45.120503652039325
1739209793.6219237;-38.13080360867914
1739209793.621929;-35.57807855764607
1739209793.6219342;-38.13080360867914
1739209793.6219394;-45.120503652039325
1739209793.6219447;-35.57807855764607
1739209793.62195;-35.57807855764607
1739209793.6219554;-45.120503652039325
1739209793.6219606;-38.13080360867914
1739209793.621966;-38.13080360867914
1739209793.6219711;-38.13080360867914
1739209793.6219764;-38.13080360867914
1739209793.6219816;-45.120503652039325
1739209793.6219869;-35.57807855764607
1739209793.621992;-45.120503652039325
1739209793.6219974;-38.13080360867914
1739209793.6220026;-38.13080360867914
1739209793.6220078;-45.120503652039325
1739209793.622013;-33.981070128970906
1739209793.6220183;-33.981070128970906
1739209793.6220236;-38.13080360867914
1739209793.6220288;-32.816014438256545
1739209793.622034;-30.49652367304973
1739209793.6220393;-38.13080360867914
1739209793.6220446;-45.120503652039325
1739209793.6220498;-45.120503652039325
1739209793.6220553;-38.13080360867914
1739209793.6220605;-45.120503652039325
1739209793.6220658;-38.13080360867914
1739209793.622071;-33.981070128970906
1739209793.6220763;-45.120503652039325
1739209793.6220815;-38.13080360867914
1739209793.6220868;-38.13080360867914
1739209793.622092;-38.13080360867914
1739209793.6220973;-38.13080360867914
1739209793.6221025;-33.981070128970906
1739209793.6221077;-45.120503652039325
1739209793.622113;-38.13080360867914
1739209793.6221182;-38.13080360867914
1739209793.6221235;-38.13080360867914
1739209793.6221287;-45.120503652039325
1739209793.622134;-45.120503652039325
1739209793.6221392;-38.13080360867914
1739209793.6221445;-38.13080360867914
1739209793.62215;-45.120503652039325
1739209793.6221552;-38.13080360867914
1739209793.6221604;-33.981070128970906
1739209793.6221657;-45.120503652039325
1739209793.622171;-45.120503652039325
1739209793.6221762;-45.120503652039325
1739209793.6221814;-45.120503652039325
1739209793.6221867;-38.13080360867914
1739209793.622192;-38.13080360867914
1739209793.6221972;-38.13080360867914
1739209793.6222024;-38.13080360867914
1739209793.6222076;-35.57807855764607
1739209793.622213;-38.13080360867914
1739209793.6222181;-38.13080360867914
1739209793.6222234;-38.13080360867914
1739209793.6222286;-38.13080360867914
1739209793.6222339;-45.120503652039325
1739209793.622239;-45.120503652039325
1739209793.6222446;-38.13080360867914
1739209793.6222498;-38.13080360867914
1739209793.622255;-35.57807855764607
1739209793.6222603;-45.120503652039325
1739209793.6222656;-45.120503652039325
1739209793.6222708;-45.120503652039325
1739209793.622276;-38.13080360867914
1739209793.6222813;-45.120503652039325
1739209793.6222866;-38.13080360867914
1739209793.6222918;-38.13080360867914
1739209793.622297;-38.13080360867914
1739209793.6223023;-45.120503652039325
1739209793.6223075;-38.13080360867914
1739209793.6223128;-27.8777449560314
1739209793.622318;-38.13080360867914
1739209793.6223233;-45.120503652039325
1739209793.6223285;-33.981070128970906
1739209793.6223338;-45.120503652039325
1739209793.6223392;-45.120503652039325
1739209793.6223445;-45.120503652039325
1739209793.6223497;-38.13080360867914
1739209793.622355;-31.141103565318943
1739209793.6223602;-45.120503652039325
1739209793.6223655;-45.120503652039325
1739209793.6223707;-38.13080360867914
1739209793.622376;-45.120503652039325
1739209793.6223812;-38.13080360867914
1739209793.6223865;-38.13080360867914
1739209793.6223917;-45.120503652039325
1739209793.622397;-27.8777449560314
1739209793.6224022;-35.57807855764607
1739209793.6224074;-45.120503652039325
1739209793.6224127;-45.120503652039325
1739209793.622418;-31.141103565318893
1739209793.6224232;-38.13080360867914
1739209793.6224284;-45.120503652039325
1739209793.6224337;-38.13080360867914
1739209793.6224391;-38.13080360867914
1739209793.6224444;-45.120503652039325
1739209793.6224496;-38.13080360867914
1739209793.622455;-38.13080360867914
1739209793.6224601;-38.13080360867914
1739209793.6224654;-45.120503652039325
1739209793.6224706;-33.981070128970906
1739209793.6224759;-38.13080360867914
1739209793.622481;-30.49652367304973
1739209793.6224864;-38.13080360867914
1739209793.6224916;-38.13080360867914
1739209793.6224968;-45.120503652039325
1739209793.622502;-45.120503652039325
1739209793.6225073;-45.120503652039325
1739209793.6225126;-38.13080360867914
1739209793.6225178;-35.57807855764607
1739209793.622523;-45.120503652039325
1739209793.6225283;-38.13080360867914
1739209793.6225338;-32.816014438256545
1739209793.622539;-45.120503652039325
1739209793.6225443;-45.120503652039325
1739209793.6225495;-45.120503652039325
1739209793.6225548;-38.13080360867914
1739209793.62256;-33.981070128970906
1739209793.6225653;-45.120503652039325
1739209793.6225705;-45.120503652039325
1739209793.6225758;-38.13080360867914
1739209793.622581;-38.13080360867914
1739209793.6225863;-38.13080360867914
1739209793.6225915;-45.120503652039325
1739209793.6225967;-38.13080360867914
1739209793.622602;-38.13080360867914
1739209793.6226072;-31.141103565318893
1739209793.6226125;-32.816014438256545
1739209793.6226177;-45.120503652039325
1739209793.622623;-35.57807855764607
1739209793.6226285;-35.57807855764607
1739209793.6226337;-35.57807855764607
1739209793.622639;-45.120503652039325
1739209793.6226442;-38.13080360867914
1739209793.6226494;-38.13080360867914
1739209793.6226547;-38.13080360867914
1739209793.62266;-38.13080360867914
1739209793.6226652;-38.13080360867914
1739209793.6226704;-45.120503652039325
1739209793.6226757;-38.13080360867914
1739209793.622681;-38.13080360867914
1739209793.6226861;-45.120503652039325
1739209793.6226914;-32.816014438256545
1739209793.6226966;-30.49652367304973
1739209793.622702;-45.120503652039325
1739209793.6227071;-45.120503652039325
1739209793.6227124;-35.57807855764607
1739209793.6227176;-35.57807855764607
1739209793.622723;-45.120503652039325
1739209793.6227283;-45.120503652039325
1739209793.6227336;-45.120503652039325
1739209793.6227388;-38.13080360867914
1739209793.622744;-38.13080360867914
1739209793.6227493;-45.120503652039325
1739209793.6227546;-45.120503652039325
1739209793.6227598;-45.120503652039325
1739209793.622765;-45.120503652039325
1739209793.6227703;-45.120503652039325
1739209793.6227756;-38.13080360867914
1739209793.6227808;-32.816014438256545
1739209793.622786;-38.13080360867914
1739209793.6227913;-35.57807855764607
1739209793.6227965;-45.120503652039325
1739209793.6228018;-38.13080360867914
1739209793.622807;-45.120503652039325
1739209793.6228123;-38.13080360867914
1739209793.6228175;-45.120503652039325
1739209793.622823;-38.13080360867914
1739209793.6228282;-38.13080360867914
1739209793.6228335;-38.13080360867914
1739209793.6228387;-45.120503652039325
1739209793.622844;-38.13080360867914
1739209793.6228492;-33.981070128970906
1739209793.6228545;-38.13080360867914
1739209793.6228597;-45.120503652039325
1739209793.622865;-45.120503652039325
1739209793.6228702;-38.13080360867914
1739209793.6228755;-38.13080360867914
1739209793.6228807;-45.120503652039325
1739209793.622886;-45.120503652039325
1739209793.6228912;-33.981070128970906
1739209793.6228964;-38.13080360867914
1739209793.6229017;-45.120503652039325
1739209793.622907;-33.981070128970906
1739209793.6229122;-45.120503652039325
1739209793.6229177;-45.120503652039325
1739209793.622923;-38.13080360867914
1739209793.6229281;-31.141103565318915
1739209793.6229334;-45.120503652039325
1739209793.6229386;-38.13080360867914
1739209793.6229439;-38.13080360867914
1739209793.6229491;-33.981070128970906
1739209793.6229544;-45.120503652039325
1739209793.6229596;-45.120503652039325
1739209793.6229649;-38.13080360867914
1739209793.62297;-45.120503652039325
1739209793.6229753;-45.120503652039325
1739209793.6229806;-45.120503652039325
1739209793.6229858;-32.816014438256545
1739209793.622991;-33.981070128970906
1739209793.6229963;-45.120503652039325
1739209793.6230016;-38.13080360867914
1739209793.6230068;-38.13080360867914
1739209793.6230123;-33.981070128970906
1739209793.6230175;-38.13080360867914
1739209793.6230228;-45.120503652039325
1739209793.623028;-38.13080360867914
1739209793.6230333;-38.13080360867914
1739209793.6230385;-45.120503652039325
1739209793.6230438;-45.120503652039325
1739209793.623049;-38.13080360867914
1739209793.6230543;-38.13080360867914
1739209793.6230595;-45.120503652039325
1739209793.6230648;-38.13080360867914
1739209793.62307;-38.13080360867914
1739209793.6230752;-45.120503652039325
1739209793.6230805;-45.120503652039325
1739209793.6230857;-45.120503652039325
1739209793.623091;-45.120503652039325
1739209793.6230962;-45.120503652039325
1739209793.6231015;-38.13080360867914
1739209793.6231067;-35.57807855764607
1739209793.6231122;-45.120503652039325
1739209793.6231174;-38.13080360867914
1739209793.6231227;-45.120503652039325
1739209793.623128;-38.13080360867914
1739209793.6231332;-38.13080360867914
1739209793.6231384;-45.120503652039325
1739209793.6231437;-30.49652367304973
1739209793.623149;-33.981070128970906
1739209793.6231542;-38.13080360867914
1739209793.6231594;-45.120503652039325
1739209793.6231647;-45.120503652039325
1739209793.62317;-38.13080360867914
1739209793.6231751;-45.120503652039325
1739209793.6231804;-38.13080360867914
1739209793.6231856;-45.120503652039325
1739209793.6231909;-33.981070128970906
1739209793.6231961;-45.120503652039325
1739209793.6232014;-38.13080360867914
1739209793.6232069;-30.49652367304973
1739209793.623212;-35.57807855764607
1739209793.6232173;-38.13080360867914
1739209793.6232226;-45.120503652039325
1739209793.6232278;-35.57807855764607
1739209793.623233;-35.57807855764607
1739209793.6232383;-45.120503652039325
1739209793.6232436;-45.120503652039325
1739209793.6232488;-45.120503652039325
1739209793.623254;-38.13080360867914
1739209793.6232593;-38.13080360867914
1739209793.6232646;-45.120503652039325
1739209793.6232698;-45.120503652039325
1739209793.623275;-45.120503652039325
1739209793.6232803;-45.120503652039325
1739209793.6232855;-45.120503652039325
1739209793.6232908;-35.57807855764607
1739209793.623296;-38.13080360867914
1739209793.6233015;-45.120503652039325
1739209793.6233068;-38.13080360867914
1739209793.623312;-35.57807855764607
1739209793.6233172;-35.57807855764607
1739209793.6233225;-38.13080360867914
1739209793.6233277;-45.120503652039325
1739209793.623333;-45.120503652039325
1739209793.6233382;-45.120503652039325
1739209793.6233435;-45.120503652039325
1739209793.6233487;-38.13080360867914
1739209793.623354;-45.120503652039325
1739209793.6233592;-38.13080360867914
1739209793.6233644;-35.57807855764607
1739209793.6233697;-38.13080360867914
1739209793.623375;-45.120503652039325
1739209793.6233802;-45.120503652039325
1739209793.6233854;-45.120503652039325
1739209793.6233907;-45.120503652039325
1739209793.623396;-32.816014438256545
1739209793.6234014;-38.13080360867914
1739209793.6234066;-45.120503652039325
1739209793.623412;-38.13080360867914
1739209793.6234171;-38.13080360867914
1739209793.6234224;-33.981070128970906
1739209793.6234276;-38.13080360867914
1739209793.6234329;-45.120503652039325
1739209793.6234381;-45.120503652039325
1739209793.6234434;-45.120503652039325
1739209793.6234486;-45.120503652039325
1739209793.6234539;-45.120503652039325
1739209793.623459;-33.981070128970956
1739209793.6234643;-45.120503652039325
1739209793.6234696;-35.57807855764607
1739209793.6234748;-38.13080360867914
1739209793.62348;-38.13080360867914
1739209793.6234853;-45.120503652039325
1739209793.6234906;-38.13080360867914
1739209793.623496;-45.120503652039325
1739209793.6235013;-28.21854285175415
1739209793.6235065;-30.49652367304973
1739209793.6235118;-45.120503652039325
1739209793.623517;-45.120503652039325
1739209793.6235223;-35.57807855764607
1739209793.6235275;-35.57807855764607
1739209793.6235328;-45.120503652039325
1739209793.623538;-38.13080360867914
1739209793.6235433;-45.120503652039325
1739209793.6235485;-45.120503652039325
1739209793.6235538;-45.120503652039325
1739209793.623559;-45.120503652039325
1739209793.6235642;-45.120503652039325
1739209793.6235695;-33.981070128970906
1739209793.6235747;-38.13080360867914
1739209793.62358;-45.120503652039325
1739209793.6235852;-29.438486411369333
1739209793.6235907;-28.58837851428586
1739209793.623596;-45.120503652039325
1739209793.6236012;-45.120503652039325
1739209793.6236064;-38.13080360867914
1739209793.6236117;-38.13080360867914
1739209793.623617;-45.120503652039325
1739209793.6236222;-38.13080360867914
1739209793.6236274;-45.120503652039325
1739209793.6236327;-45.120503652039325
1739209793.623638;-45.120503652039325
1739209793.6236432;-45.120503652039325
1739209793.6236484;-45.120503652039325
1739209793.6236537;-45.120503652039325
1739209793.623659;-45.120503652039325
1739209793.6236641;-45.120503652039325
1739209793.6236694;-38.13080360867914
1739209793.6236746;-45.120503652039325
1739209793.6236799;-45.120503652039325
1739209793.6236854;-45.120503652039325
1739209793.6236906;-38.13080360867914
1739209793.6236959;-45.120503652039325
1739209793.623701;-45.120503652039325
1739209793.6237063;-45.120503652039325
1739209793.6237116;-33.981070128970906
1739209793.6237168;-33.981070128970906
1739209793.623722;-45.120503652039325
1739209793.6237273;-38.13080360867914
1739209793.6237326;-45.120503652039325
1739209793.6237378;-35.57807855764607
1739209793.623743;-38.13080360867914
1739209793.6237483;-45.120503652039325
1739209793.6237535;-45.120503652039325
1739209793.6237588;-45.120503652039325
1739209793.623764;-38.13080360867914
1739209793.6237693;-38.13080360867914
1739209793.6237745;-45.120503652039325
1739209793.6237798;-45.120503652039325
1739209793.6237853;-38.13080360867914
1739209793.6237905;-38.13080360867914
1739209793.6237957;-38.13080360867914
1739209793.623801;-28.992665084841942
1739209793.6238062;-38.13080360867914
1739209793.6238115;-45.120503652039325
1739209793.6238167;-45.120503652039325
1739209793.623822;-32.816014438256545
1739209793.6238272;-38.13080360867914
1739209793.6238325;-33.981070128970906
1739209793.6238377;-45.120503652039325
1739209793.623843;-32.81601443825658
1739209793.6238482;-45.120503652039325
1739209793.6238534;-45.120503652039325
1739209793.6238587;-45.120503652039325
1739209793.623864;-45.120503652039325
1739209793.6238692;-45.120503652039325
1739209793.6238744;-45.120503652039325
1739209793.62388;-45.120503652039325
1739209793.6238852;-31.141103565318915
1739209793.6238904;-35.57807855764607
1739209793.6238956;-45.120503652039325
1739209793.623901;-45.120503652039325
1739209793.6239061;-35.57807855764607
1739209793.6239114;-45.120503652039325
1739209793.6239166;-38.13080360867914
1739209793.6239219;-38.13080360867914
1739209793.623927;-31.14110356531892
1739209793.6239324;-38.13080360867914
1739209793.6239376;-31.141103565318915
1739209793.6239429;-38.13080360867914
1739209793.623948;-38.13080360867914
1739209793.6239533;-45.120503652039325
1739209793.6239586;-45.120503652039325
1739209793.6239638;-45.120503652039325
1739209793.623969;-28.58837851428586
1739209793.6239746;-38.13080360867914
1739209793.6239798;-45.120503652039325
1739209793.623985;-38.13080360867914
1739209793.6239903;-38.13080360867914
1739209793.6239955;-33.981070128970906
1739209793.6240008;-38.13080360867914
1739209793.624006;-38.13080360867914
1739209793.6240113;-30.49652367304973
1739209793.6240165;-33.981070128970906
1739209793.6240218;-45.120503652039325
1739209793.624027;-33.981070128970906
1739209793.6240323;-38.13080360867914
1739209793.6240375;-45.120503652039325
1739209793.6240427;-45.120503652039325
1739209793.624048;-32.816014438256545
1739209793.6240532;-28.58837851428586
1739209793.6240585;-38.13080360867914
1739209793.6240637;-38.13080360867914
1739209793.6240692;-35.57807855764607
1739209793.6240745;-33.981070128970906
1739209793.6240797;-45.120503652039325
1739209793.624085;-38.13080360867914
1739209793.6240902;-38.13080360867914
1739209793.6240954;-38.13080360867914
1739209793.6241007;-33.981070128970906
1739209793.624106;-38.13080360867914
1739209793.6241112;-33.981070128970906
1739209793.6241164;-45.120503652039325
1739209793.6241217;-45.120503652039325
1739209793.624127;-45.120503652039325
1739209793.6241322;-45.120503652039325
1739209793.6241374;-33.981070128970906
1739209793.6241426;-38.13080360867914
1739209793.624148;-45.120503652039325
1739209793.6241531;-45.120503652039325
1739209793.6241584;-38.13080360867914
1739209793.6241636;-38.13080360867914
1739209793.624169;-45.120503652039325
1739209793.6241744;-45.120503652039325
1739209793.6241796;-45.120503652039325
1739209793.6241848;-35.57807855764607
1739209793.62419;-35.57807855764607
1739209793.6241953;-45.120503652039325
1739209793.6242006;-38.13080360867914
1739209793.6242058;-45.120503652039325
1739209793.624211;-38.13080360867914
1739209793.6242163;-38.13080360867914
1739209793.6242216;-38.13080360867914
1739209793.6242268;-31.141103565318915
1739209793.624232;-45.120503652039325
1739209793.6242373;-45.120503652039325
1739209793.6242425;-45.120503652039325
1739209793.6242478;-45.120503652039325
1739209793.624253;-38.13080360867914
1739209793.6242583;-32.816014438256545
1739209793.6242638;-45.120503652039325
1739209793.624269;-45.120503652039325
1739209793.6242743;-38.13080360867914
1739209793.6242795;-38.13080360867914
1739209793.6242847;-45.120503652039325
1739209793.62429;-38.13080360867914
1739209793.6242952;-35.57807855764607
1739209793.6243005;-45.120503652039325
1739209793.6243057;-32.816014438256545
1739209793.624311;-31.141103565318915
1739209793.6243162;-38.13080360867914
1739209793.6243215;-38.13080360867914
1739209793.6243267;-38.13080360867914
1739209793.624332;-45.120503652039325
1739209793.6243372;-45.120503652039325
1739209793.6243424;-35.57807855764607
1739209793.6243477;-38.13080360867914
1739209793.624353;-45.120503652039325
1739209793.6243584;-38.13080360867914
1739209793.6243637;-38.13080360867914
1739209793.624369;-45.120503652039325
1739209793.6243742;-38.13080360867914
1739209793.6243794;-38.13080360867914
1739209793.6243846;-45.120503652039325
1739209793.62439;-38.13080360867914
1739209793.6243951;-45.120503652039325
1739209793.6244004;-38.13080360867914
1739209793.6244056;-35.57807855764607
1739209793.6244109;-38.13080360867914
1739209793.624416;-45.120503652039325
1739209793.6244214;-45.120503652039325
1739209793.6244266;-45.120503652039325
1739209793.6244318;-45.120503652039325
1739209793.624437;-45.120503652039325
1739209793.6244423;-45.120503652039325
1739209793.6244476;-45.120503652039325
1739209793.6244528;-38.13080360867914
1739209793.6244583;-45.120503652039325
1739209793.6244636;-45.120503652039325
1739209793.6244688;-45.120503652039325
1739209793.624474;-38.13080360867914
1739209793.6244793;-38.13080360867914
1739209793.6244845;-31.141103565318915
1739209793.6244898;-33.981070128970906
