CAN Message; 0x98:00003b6695e3bc89
Timestamp;Amplitude
1739209609.5923998;-45.120503652039325
1739209609.5924046;-38.13080360867914
1739209609.5924091;-38.13080360867914
1739209609.5924137;-38.13080360867914
1739209609.5924184;-31.141103565318915
1739209609.592423;-38.13080360867914
1739209609.5924275;-38.13080360867914
1739209609.592432;-45.120503652039325
1739209609.5924368;-38.13080360867914
1739209609.5924413;-35.57807855764607
1739209609.5924459;-38.13080360867914
1739209609.5924506;-38.13080360867914
1739209609.5924551;-32.816014438256545
1739209609.5924597;-31.141103565318915
1739209609.5924644;-38.13080360867914
1739209609.592469;-38.13080360867914
1739209609.5924735;-38.13080360867914
1739209609.592478;-33.981070128970906
1739209609.5924828;-38.13080360867914
1739209609.5924873;-45.120503652039325
1739209609.5924919;-45.120503652039325
1739209609.5924966;-38.13080360867914
1739209609.5925012;-38.13080360867914
1739209609.5925057;-45.120503652039325
1739209609.5925105;-35.57807855764607
1739209609.592515;-38.13080360867914
1739209609.5925195;-38.13080360867914
1739209609.5925243;-38.13080360867914
1739209609.5925288;-38.13080360867914
1739209609.5925333;-33.981070128970906
1739209609.5925379;-38.13080360867914
1739209609.5925426;-45.120503652039325
1739209609.5925472;-45.120503652039325
1739209609.5925517;-35.57807855764607
1739209609.5925565;-38.13080360867914
1739209609.592561;-38.13080360867914
1739209609.5925655;-33.981070128970906
1739209609.5925703;-31.141103565318915
1739209609.5925748;-45.120503652039325
1739209609.5925794;-38.13080360867914
1739209609.592584;-38.13080360867914
1739209609.5925887;-45.120503652039325
1739209609.5925932;-45.120503652039325
1739209609.5925977;-33.981070128970906
1739209609.5926025;-33.981070128970906
1739209609.592607;-33.981070128970906
1739209609.5926116;-38.13080360867914
1739209609.5926163;-38.13080360867914
1739209609.5926208;-38.13080360867914
1739209609.5926254;-38.13080360867914
1739209609.59263;-38.13080360867914
1739209609.5926347;-38.13080360867914
1739209609.5926392;-38.13080360867914
1739209609.5926437;-33.981070128970906
1739209609.5926485;-45.120503652039325
1739209609.592653;-35.57807855764607
1739209609.5926576;-35.57807855764607
1739209609.5926623;-45.120503652039325
1739209609.5926669;-45.120503652039325
1739209609.5926714;-38.13080360867914
1739209609.5926762;-35.57807855764607
1739209609.5926807;-38.13080360867914
1739209609.5926852;-45.120503652039325
1739209609.5926898;-38.13080360867914
1739209609.5926945;-32.816014438256545
1739209609.592699;-38.13080360867914
1739209609.5927036;-45.120503652039325
1739209609.5927083;-38.13080360867914
1739209609.5927129;-38.13080360867914
1739209609.5927174;-45.120503652039325
1739209609.5927222;-45.120503652039325
1739209609.5927267;-32.816014438256545
1739209609.5927312;-38.13080360867914
1739209609.5927358;-38.13080360867914
1739209609.5927405;-33.981070128970906
1739209609.592745;-45.120503652039325
1739209609.5927496;-35.57807855764607
1739209609.5927544;-38.13080360867914
1739209609.592759;-45.120503652039325
1739209609.5927634;-38.13080360867914
1739209609.5927682;-38.13080360867914
1739209609.5927727;-38.13080360867914
1739209609.5927773;-45.120503652039325
1739209609.592782;-38.13080360867914
1739209609.5927866;-45.120503652039325
1739209609.592791;-38.13080360867914
1739209609.5927956;-38.13080360867914
1739209609.5928004;-38.13080360867914
1739209609.592805;-38.13080360867914
1739209609.5928094;-35.57807855764607
1739209609.5928142;-35.57807855764607
1739209609.5928187;-38.13080360867914
1739209609.5928233;-45.120503652039325
1739209609.592828;-35.57807855764607
1739209609.5928326;-38.13080360867914
1739209609.592837;-45.120503652039325
1739209609.5928416;-45.120503652039325
1739209609.5928464;-45.120503652039325
1739209609.592851;-38.13080360867914
1739209609.5928555;-45.120503652039325
1739209609.5928602;-35.57807855764607
1739209609.5928648;-45.120503652039325
1739209609.5928693;-45.120503652039325
1739209609.592874;-45.120503652039325
1739209609.5928786;-45.120503652039325
1739209609.592883;-33.981070128970906
1739209609.5928876;-45.120503652039325
1739209609.5928924;-45.120503652039325
1739209609.592897;-45.120503652039325
1739209609.5929015;-35.57807855764607
1739209609.5929062;-35.57807855764607
1739209609.5929108;-45.120503652039325
1739209609.5929153;-45.120503652039325
1739209609.59292;-45.120503652039325
1739209609.5929246;-33.981070128970906
1739209609.5929291;-45.120503652039325
1739209609.592934;-45.120503652039325
1739209609.5929384;-35.57807855764607
1739209609.592943;-35.57807855764607
1739209609.5929475;-45.120503652039325
1739209609.5929523;-38.13080360867914
1739209609.5929568;-45.120503652039325
1739209609.5929613;-45.120503652039325
1739209609.592966;-38.13080360867914
1739209609.5929706;-45.120503652039325
1739209609.5929751;-45.120503652039325
1739209609.59298;-45.120503652039325
1739209609.5929844;-35.57807855764607
1739209609.592989;-38.13080360867914
1739209609.5929935;-38.13080360867914
1739209609.5929983;-45.120503652039325
1739209609.5930028;-45.120503652039325
1739209609.5930073;-45.120503652039325
1739209609.593012;-33.981070128970906
1739209609.5930166;-30.49652367304973
1739209609.5930212;-38.13080360867914
1739209609.593026;-35.57807855764607
1739209609.5930305;-38.13080360867914
1739209609.593035;-38.13080360867914
1739209609.5930398;-35.57807855764607
1739209609.5930443;-33.981070128970906
1739209609.5930488;-45.120503652039325
1739209609.5930533;-31.141103565318943
1739209609.593058;-45.120503652039325
1739209609.5930626;-38.13080360867914
1739209609.5930672;-38.13080360867914
1739209609.593072;-45.120503652039325
1739209609.5930765;-35.57807855764607
1739209609.593081;-38.13080360867914
1739209609.5930858;-38.13080360867914
1739209609.5930903;-32.816014438256545
1739209609.5930948;-35.57807855764607
1739209609.5930994;-35.57807855764607
1739209609.5931041;-45.120503652039325
1739209609.5931087;-45.120503652039325
1739209609.5931132;-38.13080360867914
1739209609.593118;-45.120503652039325
1739209609.5931225;-38.13080360867914
1739209609.593127;-32.816014438256545
1739209609.5931318;-45.120503652039325
1739209609.5931363;-45.120503652039325
1739209609.5931408;-35.57807855764607
1739209609.5931456;-38.13080360867914
1739209609.5931501;-33.981070128970906
1739209609.5931547;-45.120503652039325
1739209609.5931592;-38.13080360867914
1739209609.593164;-38.13080360867914
1739209609.5931685;-45.120503652039325
1739209609.593173;-38.13080360867914
1739209609.5931778;-38.13080360867914
1739209609.5931823;-45.120503652039325
1739209609.5931869;-45.120503652039325
1739209609.5931916;-45.120503652039325
1739209609.5931962;-38.13080360867914
1739209609.5932007;-27.267205301931607
1739209609.5932052;-38.13080360867914
1739209609.59321;-45.120503652039325
1739209609.5932145;-38.13080360867914
1739209609.593219;-33.981070128970906
1739209609.5932238;-38.13080360867914
1739209609.5932283;-45.120503652039325
1739209609.5932329;-45.120503652039325
1739209609.5932376;-29.438486411369354
1739209609.5932422;-38.13080360867914
1739209609.5932467;-45.120503652039325
1739209609.5932512;-45.120503652039325
1739209609.593256;-45.120503652039325
1739209609.5932605;-45.120503652039325
1739209609.593265;-45.120503652039325
1739209609.5932698;-45.120503652039325
1739209609.5932744;-27.267205301931607
1739209609.593279;-33.981070128970906
1739209609.5932837;-38.13080360867914
1739209609.5932882;-38.13080360867914
1739209609.5932927;-33.981070128970906
1739209609.5932975;-35.57807855764607
1739209609.593302;-45.120503652039325
1739209609.5933065;-38.13080360867914
1739209609.593311;-32.816014438256545
1739209609.5933158;-38.13080360867914
1739209609.5933204;-45.120503652039325
1739209609.593325;-45.120503652039325
1739209609.5933297;-45.120503652039325
1739209609.5933342;-45.120503652039325
1739209609.5933387;-45.120503652039325
1739209609.5933435;-45.120503652039325
1739209609.593348;-33.981070128970906
1739209609.5933526;-33.981070128970906
1739209609.593357;-38.13080360867914
1739209609.5933619;-45.120503652039325
1739209609.5933664;-45.120503652039325
1739209609.593371;-45.120503652039325
1739209609.5933757;-45.120503652039325
1739209609.5933802;-35.57807855764607
1739209609.5933847;-38.13080360867914
1739209609.5933895;-35.57807855764607
1739209609.593394;-35.57807855764607
1739209609.5933986;-45.120503652039325
1739209609.5934033;-38.13080360867914
1739209609.5934079;-35.57807855764607
1739209609.5934124;-38.13080360867914
1739209609.593417;-38.13080360867914
1739209609.5934217;-35.57807855764607
1739209609.5934262;-33.981070128970906
1739209609.5934308;-38.13080360867914
1739209609.5934355;-38.13080360867914
1739209609.59344;-38.13080360867914
1739209609.5934446;-33.981070128970906
1739209609.5934494;-33.981070128970906
1739209609.593454;-45.120503652039325
1739209609.5934584;-38.13080360867914
1739209609.593463;-38.13080360867914
1739209609.5934677;-45.120503652039325
1739209609.5934722;-45.120503652039325
1739209609.5934768;-45.120503652039325
1739209609.5934815;-35.57807855764607
1739209609.593486;-35.57807855764607
1739209609.5934906;-38.13080360867914
1739209609.5934954;-38.13080360867914
1739209609.5935;-33.981070128970906
1739209609.5935044;-38.13080360867914
1739209609.593509;-45.120503652039325
1739209609.5935137;-38.13080360867914
1739209609.5935183;-38.13080360867914
1739209609.5935228;-31.141103565318915
1739209609.5935276;-45.120503652039325
1739209609.593532;-45.120503652039325
1739209609.5935366;-45.120503652039325
1739209609.5935414;-38.13080360867914
1739209609.593546;-45.120503652039325
1739209609.5935504;-45.120503652039325
1739209609.5935552;-33.981070128970906
1739209609.5935597;-45.120503652039325
1739209609.5935643;-38.13080360867914
1739209609.5935688;-45.120503652039325
1739209609.5935736;-38.13080360867914
1739209609.593578;-38.13080360867914
1739209609.5935826;-45.120503652039325
1739209609.5935874;-45.120503652039325
1739209609.593592;-38.13080360867914
1739209609.5935965;-35.57807855764607
1739209609.5936012;-45.120503652039325
1739209609.5936058;-45.120503652039325
1739209609.5936103;-45.120503652039325
1739209609.5936148;-45.120503652039325
1739209609.5936196;-45.120503652039325
1739209609.593624;-45.120503652039325
1739209609.5936286;-38.13080360867914
1739209609.5936334;-45.120503652039325
1739209609.593638;-38.13080360867914
1739209609.5936425;-45.120503652039325
1739209609.5936472;-32.816014438256545
1739209609.5936518;-31.141103565318893
1739209609.5936563;-38.13080360867914
1739209609.593661;-38.13080360867914
1739209609.5936656;-38.13080360867914
1739209609.5936701;-35.57807855764607
1739209609.5936747;-38.13080360867914
1739209609.5936794;-32.816014438256545
1739209609.593684;-45.120503652039325
1739209609.5936885;-45.120503652039325
1739209609.5936933;-45.120503652039325
1739209609.5936978;-45.120503652039325
1739209609.5937023;-45.120503652039325
1739209609.593707;-45.120503652039325
1739209609.5937116;-33.981070128970906
1739209609.5937161;-45.120503652039325
1739209609.5937207;-38.13080360867914
1739209609.5937254;-38.13080360867914
1739209609.59373;-38.13080360867914
1739209609.5937345;-38.13080360867914
1739209609.5937393;-35.57807855764607
1739209609.5937438;-35.57807855764607
1739209609.5937483;-38.13080360867914
1739209609.593753;-45.120503652039325
1739209609.5937576;-38.13080360867914
1739209609.5937622;-35.57807855764607
1739209609.593767;-38.13080360867914
1739209609.5937715;-38.13080360867914
1739209609.593776;-45.120503652039325
1739209609.5937805;-45.120503652039325
1739209609.5937853;-33.981070128970906
1739209609.5937898;-32.816014438256545
1739209609.5937943;-45.120503652039325
1739209609.593799;-45.120503652039325
1739209609.5938036;-35.57807855764607
1739209609.5938082;-38.13080360867914
1739209609.593813;-38.13080360867914
1739209609.5938175;-38.13080360867914
1739209609.593822;-38.13080360867914
1739209609.5938265;-38.13080360867914
1739209609.5938313;-38.13080360867914
1739209609.5938358;-30.49652367304973
1739209609.5938404;-45.120503652039325
1739209609.5938451;-45.120503652039325
1739209609.5938497;-45.120503652039325
1739209609.5938542;-38.13080360867914
1739209609.593859;-45.120503652039325
1739209609.5938635;-38.13080360867914
1739209609.593868;-45.120503652039325
1739209609.5938725;-33.981070128970956
1739209609.5938773;-38.13080360867914
1739209609.5938818;-45.120503652039325
1739209609.5938864;-45.120503652039325
1739209609.5938911;-45.120503652039325
1739209609.5938957;-38.13080360867914
1739209609.5939002;-45.120503652039325
1739209609.593905;-35.57807855764607
1739209609.5939095;-28.58837851428586
1739209609.593914;-38.13080360867914
1739209609.5939188;-45.120503652039325
1739209609.5939233;-38.13080360867914
1739209609.5939279;-38.13080360867914
1739209609.5939324;-38.13080360867914
1739209609.5939372;-35.57807855764607
1739209609.5939417;-45.120503652039325
1739209609.5939462;-38.13080360867914
1739209609.593951;-38.13080360867914
1739209609.5939555;-38.13080360867914
1739209609.59396;-45.120503652039325
1739209609.5939648;-45.120503652039325
1739209609.5939693;-35.57807855764607
1739209609.5939739;-38.13080360867914
1739209609.5939784;-38.13080360867914
1739209609.5939832;-33.981070128970906
1739209609.5939877;-38.13080360867914
1739209609.5939922;-38.13080360867914
1739209609.593997;-38.13080360867914
1739209609.5940015;-38.13080360867914
1739209609.594006;-45.120503652039325
1739209609.5940108;-45.120503652039325
1739209609.5940154;-45.120503652039325
1739209609.59402;-38.13080360867914
1739209609.5940247;-38.13080360867914
1739209609.5940292;-38.13080360867914
1739209609.5940337;-38.13080360867914
1739209609.5940382;-35.57807855764607
1739209609.594043;-45.120503652039325
1739209609.5940475;-45.120503652039325
1739209609.594052;-45.120503652039325
1739209609.5940568;-32.81601443825658
1739209609.5940614;-45.120503652039325
1739209609.594066;-45.120503652039325
1739209609.5940707;-33.981070128970906
1739209609.5940752;-45.120503652039325
1739209609.5940797;-45.120503652039325
1739209609.5940843;-38.13080360867914
1739209609.594089;-33.981070128970906
1739209609.5940936;-27.267205301931607
1739209609.594098;-33.981070128970906
1739209609.5941029;-38.13080360867914
1739209609.5941074;-38.13080360867914
1739209609.594112;-33.981070128970906
1739209609.5941167;-38.13080360867914
1739209609.5941212;-45.120503652039325
1739209609.5941257;-38.13080360867914
1739209609.5941303;-32.816014438256545
1739209609.594135;-38.13080360867914
1739209609.5941396;-45.120503652039325
1739209609.594144;-38.13080360867914
1739209609.5941489;-38.13080360867914
1739209609.5941534;-45.120503652039325
1739209609.594158;-45.120503652039325
1739209609.5941627;-33.981070128970906
1739209609.5941672;-31.141103565318915
1739209609.5941718;-33.981070128970906
1739209609.5941765;-45.120503652039325
1739209609.594181;-38.13080360867914
1739209609.5941856;-45.120503652039325
1739209609.5941901;-45.120503652039325
1739209609.594195;-45.120503652039325
1739209609.5941994;-35.57807855764607
1739209609.594204;-35.57807855764607
1739209609.5942087;-38.13080360867914
1739209609.5942132;-38.13080360867914
1739209609.5942178;-38.13080360867914
1739209609.5942225;-33.981070128970906
1739209609.594227;-35.57807855764607
1739209609.5942316;-38.13080360867914
1739209609.5942361;-38.13080360867914
1739209609.594241;-38.13080360867914
1739209609.5942454;-38.13080360867914
1739209609.59425;-38.13080360867914
1739209609.5942547;-45.120503652039325
1739209609.5942593;-45.120503652039325
1739209609.5942638;-45.120503652039325
1739209609.5942686;-45.120503652039325
1739209609.594273;-45.120503652039325
1739209609.5942776;-38.13080360867914
1739209609.5942824;-38.13080360867914
1739209609.594287;-38.13080360867914
1739209609.5942914;-45.120503652039325
1739209609.594296;-38.13080360867914
1739209609.5943007;-31.141103565318893
1739209609.5943053;-35.57807855764607
1739209609.5943098;-45.120503652039325
1739209609.5943146;-38.13080360867914
1739209609.594319;-45.120503652039325
1739209609.5943236;-45.120503652039325
1739209609.5943284;-45.120503652039325
1739209609.594333;-45.120503652039325
1739209609.5943375;-45.120503652039325
1739209609.594342;-45.120503652039325
1739209609.5943468;-45.120503652039325
1739209609.5943513;-45.120503652039325
1739209609.5943558;-45.120503652039325
1739209609.5943606;-38.13080360867914
1739209609.5943651;-45.120503652039325
1739209609.5943696;-38.13080360867914
1739209609.5943744;-38.13080360867914
1739209609.594379;-45.120503652039325
1739209609.5943835;-45.120503652039325
1739209609.5943882;-45.120503652039325
1739209609.5943928;-38.13080360867914
1739209609.5943973;-45.120503652039325
1739209609.5944018;-45.120503652039325
1739209609.5944066;-45.120503652039325
1739209609.5944111;-35.57807855764607
1739209609.5944157;-38.13080360867914
1739209609.5944204;-38.13080360867914
1739209609.594425;-45.120503652039325
1739209609.5944295;-45.120503652039325
1739209609.5944343;-38.13080360867914
1739209609.5944388;-38.13080360867914
1739209609.5944433;-38.13080360867914
1739209609.5944479;-45.120503652039325
1739209609.5944526;-45.120503652039325
1739209609.5944571;-38.13080360867914
1739209609.5944617;-38.13080360867914
1739209609.5944664;-35.57807855764607
1739209609.594471;-38.13080360867914
1739209609.5944755;-38.13080360867914
1739209609.5944803;-45.120503652039325
1739209609.5944848;-38.13080360867914
1739209609.5944893;-38.13080360867914
1739209609.5944939;-45.120503652039325
1739209609.5944986;-35.57807855764607
1739209609.5945032;-45.120503652039325
1739209609.5945077;-45.120503652039325
