CAN Message; 0x150:0400078cbc65d8b4
1739209641.4343164;-38.13080360867914
1739209641.434324;-45.120503652039325
1739209641.4343314;-45.120503652039325
1739209641.4343388;-35.57807855764607
1739209641.4343462;-38.13080360867914
1739209641.4343536;-45.120503652039325
1739209641.434361;-38.13080360867914
1739209641.4343686;-35.57807855764607
1739209641.434376;-38.13080360867914
1739209641.4343834;-45.120503652039325
1739209641.4343908;-38.13080360867914
1739209641.4343982;-45.120503652039325
1739209641.4344056;-38.13080360867914
1739209641.4344132;-45.120503652039325
1739209641.4344206;-45.120503652039325
1739209641.434428;-45.120503652039325
1739209641.4344354;-45.120503652039325
1739209641.4344428;-45.120503652039325
1739209641.4344504;-38.13080360867914
1739209641.4344578;-35.57807855764607
1739209641.4344652;-38.13080360867914
1739209641.4344726;-45.120503652039325
1739209641.43448;-45.120503652039325
1739209641.4344873;-35.57807855764607
1739209641.434495;-38.13080360867914
1739209641.4345024;-45.120503652039325
1739209641.4345098;-45.120503652039325
1739209641.4345171;-38.13080360867914
1739209641.4345245;-38.13080360867914
1739209641.434532;-45.120503652039325
1739209641.4345396;-38.13080360867914
1739209641.434547;-45.120503652039325
1739209641.4345543;-45.120503652039325
1739209641.4345617;-45.120503652039325
1739209641.4345691;-38.13080360867914
1739209641.4345767;-38.13080360867914
1739209641.4345841;-45.120503652039325
1739209641.4345915;-38.13080360867914
1739209641.434599;-38.13080360867914
1739209641.4346063;-38.13080360867914
1739209641.4346137;-32.816014438256545
1739209641.4346213;-45.120503652039325
1739209641.4346287;-45.120503652039325
1739209641.434636;-38.13080360867914
1739209641.4346435;-38.13080360867914
1739209641.434651;-38.13080360867914
1739209641.4346583;-45.120503652039325
1739209641.434666;-45.120503652039325
1739209641.4346733;-45.120503652039325
1739209641.4346807;-45.120503652039325
1739209641.434688;-38.13080360867914
1739209641.4346955;-45.120503652039325
1739209641.434703;-45.120503652039325
1739209641.4347105;-45.120503652039325
1739209641.434718;-38.13080360867914
1739209641.4347253;-35.57807855764607
1739209641.4347327;-38.13080360867914
1739209641.43474;-45.120503652039325
1739209641.4347477;-45.120503652039325
1739209641.434755;-38.13080360867914
1739209641.4347625;-38.13080360867914
1739209641.4347699;-35.57807855764607
1739209641.4347773;-38.13080360867914
1739209641.4347847;-38.13080360867914
1739209641.4347923;-38.13080360867914
1739209641.4347997;-35.57807855764607
1739209641.434807;-38.13080360867914
1739209641.4348145;-45.120503652039325
1739209641.4348218;-45.120503652039325
1739209641.4348292;-45.120503652039325
1739209641.4348369;-33.981070128970906
1739209641.4348443;-45.120503652039325
1739209641.4348516;-38.13080360867914
1739209641.434859;-45.120503652039325
1739209641.4348664;-45.120503652039325
1739209641.434874;-38.13080360867914
1739209641.4348814;-45.120503652039325
1739209641.4348888;-45.120503652039325
1739209641.4348962;-45.120503652039325
1739209641.4349036;-31.141103565318893
1739209641.434911;-28.992665084841942
1739209641.4349186;-38.13080360867914
1739209641.434926;-38.13080360867914
1739209641.4349334;-45.120503652039325
1739209641.4349408;-38.13080360867914
1739209641.4349482;-35.57807855764607
1739209641.4349556;-35.57807855764607
1739209641.4349632;-45.120503652039325
1739209641.4349706;-32.81601443825658
1739209641.434978;-45.120503652039325
1739209641.4349854;-45.120503652039325
1739209641.4349928;-45.120503652039325
1739209641.4350004;-38.13080360867914
1739209641.4350078;-35.57807855764607
1739209641.4350152;-45.120503652039325
1739209641.4350226;-45.120503652039325
1739209641.43503;-38.13080360867914
1739209641.4350374;-35.57807855764607
1739209641.435045;-38.13080360867914
1739209641.4350524;-45.120503652039325
1739209641.4350598;-45.120503652039325
1739209641.4350672;-45.120503652039325
1739209641.4350746;-33.981070128970906
1739209641.435082;-45.120503652039325
1739209641.4350896;-45.120503652039325
1739209641.435097;-35.57807855764607
1739209641.4351044;-38.13080360867914
1739209641.4351118;-45.120503652039325
1739209641.4351192;-45.120503652039325
1739209641.4351268;-35.57807855764607
1739209641.4351342;-35.57807855764607
1739209641.4351416;-45.120503652039325
1739209641.435149;-32.816014438256545
1739209641.4351563;-38.13080360867914
1739209641.4351637;-33.981070128970906
1739209641.4351714;-45.120503652039325
1739209641.4351788;-38.13080360867914
1739209641.4351861;-35.57807855764607
1739209641.4351935;-38.13080360867914
1739209641.435201;-45.120503652039325
1739209641.4352083;-28.992665084841942
1739209641.435216;-38.13080360867914
1739209641.4352233;-38.13080360867914
1739209641.4352307;-45.120503652039325
1739209641.4352381;-33.981070128970906
1739209641.4352455;-32.816014438256545
1739209641.4352531;-38.13080360867914
1739209641.4352605;-45.120503652039325
1739209641.435268;-31.141103565318915
1739209641.4352753;-38.13080360867914
1739209641.4352827;-38.13080360867914
1739209641.43529;-45.120503652039325
1739209641.4352977;-45.120503652039325
1739209641.435305;-38.13080360867914
1739209641.4353125;-38.13080360867914
1739209641.43532;-45.120503652039325
1739209641.4353273;-38.13080360867914
1739209641.4353347;-38.13080360867914
1739209641.4353423;-45.120503652039325
1739209641.4353497;-45.120503652039325
1739209641.435357;-38.13080360867914
1739209641.4353645;-38.13080360867914
1739209641.4353719;-38.13080360867914
1739209641.4353795;-35.57807855764607
1739209641.435387;-38.13080360867914
1739209641.4353943;-38.13080360867914
1739209641.4354017;-35.57807855764607
1739209641.435409;-38.13080360867914
1739209641.4354165;-38.13080360867914
1739209641.435424;-45.120503652039325
1739209641.4354315;-38.13080360867914
1739209641.4354389;-38.13080360867914
1739209641.4354463;-45.120503652039325
1739209641.4354537;-45.120503652039325
1739209641.435461;-45.120503652039325
1739209641.4354687;-38.13080360867914
1739209641.435476;-38.13080360867914
1739209641.4354835;-45.120503652039325
1739209641.4354908;-45.120503652039325
1739209641.4354982;-45.120503652039325
1739209641.4355056;-38.13080360867914
1739209641.4355133;-38.13080360867914
1739209641.4355206;-45.120503652039325
1739209641.435528;-45.120503652039325
1739209641.4355354;-33.981070128970906
1739209641.4355428;-45.120503652039325
1739209641.4355505;-38.13080360867914
1739209641.4355578;-45.120503652039325
1739209641.4355652;-38.13080360867914
1739209641.4355726;-38.13080360867914
1739209641.43558;-45.120503652039325
1739209641.4355874;-38.13080360867914
1739209641.435595;-45.120503652039325
1739209641.4356024;-38.13080360867914
1739209641.4356098;-38.13080360867914
1739209641.4356172;-38.13080360867914
1739209641.4356246;-38.13080360867914
1739209641.435632;-45.120503652039325
1739209641.4356396;-38.13080360867914
1739209641.435647;-38.13080360867914
1739209641.4356544;-38.13080360867914
1739209641.4356618;-45.120503652039325
1739209641.4356692;-45.120503652039325
1739209641.4356768;-38.13080360867914
1739209641.4356842;-38.13080360867914
1739209641.4356916;-32.816014438256545
1739209641.435699;-32.816014438256545
1739209641.4357064;-38.13080360867914
1739209641.4357138;-45.120503652039325
1739209641.4357214;-38.13080360867914
1739209641.4357288;-35.57807855764607
1739209641.4357362;-35.57807855764607
1739209641.4357436;-38.13080360867914
1739209641.435751;-45.120503652039325
1739209641.4357584;-45.120503652039325
1739209641.435766;-35.57807855764607
1739209641.4357734;-38.13080360867914
1739209641.4357808;-45.120503652039325
1739209641.4357882;-45.120503652039325
1739209641.4357955;-38.13080360867914
1739209641.4358032;-45.120503652039325
1739209641.4358106;-38.13080360867914
1739209641.435818;-35.57807855764607
1739209641.4358253;-38.13080360867914
1739209641.4358327;-45.120503652039325
1739209641.4358401;-45.120503652039325
1739209641.4358478;-38.13080360867914
1739209641.4358552;-45.120503652039325
1739209641.4358625;-38.13080360867914
1739209641.43587;-38.13080360867914
1739209641.4358773;-45.120503652039325
1739209641.4358847;-35.57807855764607
1739209641.4358923;-38.13080360867914
1739209641.4358997;-32.816014438256545
1739209641.4359071;-45.120503652039325
1739209641.4359145;-45.120503652039325
1739209641.435922;-45.120503652039325
1739209641.4359295;-32.816014438256545
1739209641.435937;-38.13080360867914
1739209641.4359443;-45.120503652039325
1739209641.4359517;-45.120503652039325
1739209641.435959;-35.57807855764607
1739209641.4359665;-33.981070128970906
1739209641.4359741;-45.120503652039325
1739209641.4359815;-45.120503652039325
1739209641.435989;-45.120503652039325
1739209641.4359963;-45.120503652039325
1739209641.4360037;-45.120503652039325
1739209641.436011;-45.120503652039325
1739209641.4360187;-45.120503652039325
1739209641.436026;-45.120503652039325
1739209641.4360335;-38.13080360867914
1739209641.4360409;-45.120503652039325
1739209641.4360483;-45.120503652039325
1739209641.436056;-38.13080360867914
1739209641.4360633;-45.120503652039325
1739209641.4360707;-45.120503652039325
1739209641.436078;-38.13080360867914
1739209641.4360855;-38.13080360867914
1739209641.4360929;-45.120503652039325
1739209641.4361005;-38.13080360867914
1739209641.4361079;-35.57807855764607
1739209641.4361153;-33.981070128970906
1739209641.4361227;-45.120503652039325
1739209641.43613;-45.120503652039325
1739209641.4361374;-45.120503652039325
1739209641.436145;-38.13080360867914
1739209641.4361525;-45.120503652039325
1739209641.4361598;-45.120503652039325
1739209641.4361672;-45.120503652039325
1739209641.4361746;-45.120503652039325
1739209641.436182;-45.120503652039325
1739209641.4361897;-38.13080360867914
1739209641.436197;-38.13080360867914
1739209641.4362044;-45.120503652039325
1739209641.4362118;-38.13080360867914
1739209641.4362192;-38.13080360867914
1739209641.4362268;-30.49652367304973
1739209641.4362342;-28.992665084841942
1739209641.4362416;-45.120503652039325
1739209641.436249;-45.120503652039325
1739209641.4362564;-32.816014438256545
1739209641.4362638;-32.816014438256545
1739209641.4362714;-45.120503652039325
1739209641.4362788;-38.13080360867914
1739209641.4362862;-38.13080360867914
1739209641.4362936;-35.57807855764607
1739209641.436301;-38.13080360867914
1739209641.4363084;-33.981070128970906
1739209641.436316;-33.981070128970906
1739209641.4363234;-45.120503652039325
1739209641.4363308;-45.120503652039325
1739209641.4363382;-38.13080360867914
1739209641.4363456;-35.57807855764607
1739209641.4363532;-33.981070128970906
1739209641.4363606;-45.120503652039325
1739209641.436368;-38.13080360867914
1739209641.4363754;-38.13080360867914
1739209641.4363828;-38.13080360867914
1739209641.4363902;-45.120503652039325
1739209641.4363978;-45.120503652039325
1739209641.4364052;-35.57807855764607
1739209641.4364126;-33.981070128970906
1739209641.43642;-45.120503652039325
1739209641.4364274;-38.13080360867914
1739209641.4364347;-38.13080360867914
1739209641.4364424;-45.120503652039325
1739209641.4364498;-45.120503652039325
1739209641.4364572;-45.120503652039325
1739209641.4364645;-45.120503652039325
1739209641.436472;-32.81601443825658
1739209641.4364796;-38.13080360867914
1739209641.436487;-38.13080360867914
1739209641.4364944;-33.981070128970906
1739209641.4365017;-38.13080360867914
1739209641.4365091;-45.120503652039325
1739209641.4365165;-38.13080360867914
1739209641.4365242;-32.816014438256545
1739209641.4365315;-27.267205301931607
1739209641.436539;-38.13080360867914
1739209641.4365463;-38.13080360867914
1739209641.4365537;-38.13080360867914
1739209641.436561;-33.981070128970906
1739209641.4365687;-38.13080360867914
1739209641.4365761;-38.13080360867914
1739209641.4365835;-38.13080360867914
1739209641.436591;-29.438486411369347
1739209641.4365983;-38.13080360867914
1739209641.436606;-38.13080360867914
1739209641.4366133;-38.13080360867914
1739209641.4366207;-45.120503652039325
1739209641.436628;-38.13080360867914
1739209641.4366355;-38.13080360867914
1739209641.436643;-35.57807855764607
1739209641.4366505;-31.141103565318915
1739209641.436658;-38.13080360867914
1739209641.4366653;-45.120503652039325
1739209641.4366727;-35.57807855764607
1739209641.43668;-35.57807855764607
1739209641.4366875;-38.13080360867914
1739209641.436695;-45.120503652039325
1739209641.4367025;-45.120503652039325
1739209641.43671;-38.13080360867914
1739209641.4367173;-38.13080360867914
1739209641.4367247;-45.120503652039325
1739209641.4367323;-45.120503652039325
1739209641.4367397;-45.120503652039325
1739209641.436747;-35.57807855764607
1739209641.4367545;-38.13080360867914
1739209641.4367619;-38.13080360867914
1739209641.4367692;-38.13080360867914
1739209641.4367769;-38.13080360867914
1739209641.4367843;-38.13080360867914
1739209641.4367917;-45.120503652039325
1739209641.436799;-38.13080360867914
1739209641.4368064;-35.57807855764607
1739209641.4368138;-38.13080360867914
1739209641.4368215;-45.120503652039325
1739209641.4368289;-45.120503652039325
1739209641.4368362;-38.13080360867914
1739209641.4368436;-45.120503652039325
1739209641.436851;-45.120503652039325
1739209641.4368584;-45.120503652039325
1739209641.436866;-45.120503652039325
1739209641.4368734;-38.13080360867914
1739209641.4368808;-45.120503652039325
1739209641.4368882;-38.13080360867914
1739209641.4368956;-35.57807855764607
1739209641.4369032;-38.13080360867914
1739209641.4369106;-38.13080360867914
1739209641.436918;-33.981070128970906
1739209641.4369254;-38.13080360867914
1739209641.4369328;-45.120503652039325
1739209641.4369402;-45.120503652039325
1739209641.4369478;-38.13080360867914
1739209641.4369552;-38.13080360867914
1739209641.4369626;-45.120503652039325
1739209641.43697;-45.120503652039325
1739209641.4369774;-45.120503652039325
1739209641.4369848;-31.141103565318893
1739209641.4369924;-38.13080360867914
1739209641.4369998;-45.120503652039325
1739209641.4370072;-33.981070128970906
1739209641.4370146;-31.141103565318915
1739209641.437022;-45.120503652039325
1739209641.4370296;-45.120503652039325
1739209641.437037;-38.13080360867914
1739209641.4370444;-38.13080360867914
1739209641.4370518;-45.120503652039325
1739209641.4370592;-45.120503652039325
1739209641.4370666;-45.120503652039325
1739209641.4370742;-45.120503652039325
1739209641.4370816;-45.120503652039325
1739209641.437089;-45.120503652039325
1739209641.4370964;-38.13080360867914
1739209641.4371037;-35.57807855764607
1739209641.4371111;-45.120503652039325
1739209641.4371188;-45.120503652039325
1739209641.4371262;-45.120503652039325
1739209641.4371336;-38.13080360867914
1739209641.437141;-33.981070128970906
1739209641.4371483;-45.120503652039325
1739209641.437156;-45.120503652039325
1739209641.4371634;-45.120503652039325
1739209641.4371707;-38.13080360867914
1739209641.4371781;-38.13080360867914
1739209641.4371855;-45.120503652039325
1739209641.437193;-45.120503652039325
1739209641.4372005;-45.120503652039325
1739209641.437208;-45.120503652039325
1739209641.4372153;-45.120503652039325
1739209641.4372227;-45.120503652039325
1739209641.43723;-45.120503652039325
1739209641.4372375;-35.57807855764607
1739209641.4372451;-38.13080360867914
1739209641.4372525;-38.13080360867914
1739209641.43726;-33.981070128970906
1739209641.4372673;-38.13080360867914
1739209641.4372747;-45.120503652039325
1739209641.4372823;-45.120503652039325
1739209641.4372897;-38.13080360867914
1739209641.437297;-38.13080360867914
1739209641.4373045;-35.57807855764607
1739209641.437312;-45.120503652039325
1739209641.4373193;-45.120503652039325
1739209641.437327;-32.816014438256545
1739209641.4373343;-38.13080360867914
1739209641.4373417;-45.120503652039325
1739209641.437349;-45.120503652039325
1739209641.4373565;-38.13080360867914
1739209641.4373639;-38.13080360867914
1739209641.4373715;-45.120503652039325
1739209641.437379;-38.13080360867914
1739209641.4373863;-35.57807855764607
1739209641.4373937;-38.13080360867914
1739209641.437401;-38.13080360867914
1739209641.4374084;-38.13080360867914
1739209641.437416;-35.57807855764607
1739209641.4374235;-38.13080360867914
1739209641.4374309;-38.13080360867914
1739209641.4374382;-45.120503652039325
1739209641.4374456;-45.120503652039325
1739209641.4374533;-38.13080360867914
1739209641.4374607;-45.120503652039325
1739209641.437468;-38.13080360867914
1739209641.4374754;-38.13080360867914
1739209641.4374828;-38.13080360867914
1739209641.4374902;-45.120503652039325
1739209641.4374979;-38.13080360867914
1739209641.4375052;-32.816014438256545
1739209641.4375126;-38.13080360867914
1739209641.43752;-45.120503652039325
1739209641.4375274;-38.13080360867914
1739209641.4375348;-45.120503652039325
1739209641.4375424;-45.120503652039325
1739209641.4375498;-30.49652367304973
1739209641.4375572;-28.992665084841942
1739209641.4375646;-45.120503652039325
1739209641.437572;-45.120503652039325
1739209641.4375796;-45.120503652039325
1739209641.437587;-38.13080360867914
1739209641.4375944;-38.13080360867914
1739209641.4376018;-38.13080360867914
1739209641.4376092;-45.120503652039325
1739209641.4376166;-32.81601443825658
1739209641.4376242;-35.57807855764607
1739209641.4376316;-38.13080360867914
1739209641.437639;-45.120503652039325
1739209641.4376464;-38.13080360867914
1739209641.4376538;-35.57807855764607
1739209641.4376612;-45.120503652039325
1739209641.4376688;-33.981070128970906
1739209641.4376762;-27.267205301931607
1739209641.4376836;-35.57807855764607
1739209641.437691;-38.13080360867914
1739209641.4376984;-45.120503652039325
1739209641.437706;-35.57807855764607
1739209641.4377134;-38.13080360867914
1739209641.4377208;-38.13080360867914
1739209641.4377282;-45.120503652039325
1739209641.4377356;-35.57807855764607
1739209641.437743;-35.57807855764607
1739209641.4377506;-38.13080360867914
1739209641.437758;-45.120503652039325
1739209641.4377654;-45.120503652039325
1739209641.4377728;-35.57807855764607
1739209641.4377801;-45.120503652039325
1739209641.4377875;-38.13080360867914
1739209641.4377952;-33.981070128970906
1739209641.4378026;-38.13080360867914
1739209641.43781;-45.120503652039325
1739209641.4378173;-45.120503652039325
1739209641.4378247;-33.981070128970906
1739209641.4378324;-45.120503652039325
1739209641.4378397;-45.120503652039325
1739209641.4378471;-38.13080360867914
1739209641.4378545;-45.120503652039325
1739209641.437862;-45.120503652039325
1739209641.4378693;-45.120503652039325
1739209641.437877;-45.120503652039325
1739209641.4378843;-38.13080360867914
1739209641.4378917;-38.13080360867914
1739209641.437899;-45.120503652039325
1739209641.4379065;-38.13080360867914
1739209641.437914;-38.13080360867914
1739209641.4379215;-45.120503652039325
1739209641.437929;-45.120503652039325
1739209641.4379363;-32.816014438256545
1739209641.4379437;-45.120503652039325
1739209641.437951;-45.120503652039325
1739209641.4379587;-38.13080360867914
1739209641.437966;-38.13080360867914
1739209641.4379735;-38.13080360867914
1739209641.437981;-38.13080360867914
1739209641.4379883;-45.120503652039325
1739209641.4379957;-45.120503652039325
1739209641.4380033;-33.981070128970906
1739209641.4380107;-45.120503652039325
1739209641.438018;-38.13080360867914
1739209641.4380255;-35.57807855764607
1739209641.4380329;-31.141103565318915
1739209641.4380403;-45.120503652039325
1739209641.438048;-45.120503652039325
1739209641.4380553;-35.57807855764607
1739209641.4380627;-45.120503652039325
1739209641.43807;-38.13080360867914
1739209641.4380774;-38.13080360867914
1739209641.4380848;-38.13080360867914
1739209641.4380925;-30.49652367304973
1739209641.4380999;-38.13080360867914
1739209641.4381073;-38.13080360867914
1739209641.4381146;-38.13080360867914
1739209641.438122;-33.981070128970906
1739209641.4381297;-38.13080360867914
1739209641.438137;-38.13080360867914
1739209641.4381444;-35.57807855764607
1739209641.4381518;-33.981070128970906
1739209641.4381592;-33.981070128970906
1739209641.4381666;-38.13080360867914
1739209641.4381742;-38.13080360867914
1739209641.4381816;-38.13080360867914
1739209641.438189;-45.120503652039325
1739209641.4381964;-38.13080360867914
1739209641.4382038;-35.57807855764607
1739209641.4382112;-38.13080360867914
1739209641.4382188;-45.120503652039325
1739209641.4382262;-38.13080360867914
1739209641.4382336;-38.13080360867914
1739209641.438241;-38.13080360867914
1739209641.4382484;-45.120503652039325
1739209641.438256;-38.13080360867914
1739209641.4382634;-33.981070128970906
1739209641.4382708;-38.13080360867914
1739209641.4382782;-45.120503652039325
1739209641.4382856;-45.120503652039325
1739209641.438293;-45.120503652039325
1739209641.4383006;-45.120503652039325
1739209641.438308;-35.57807855764607
1739209641.4383154;-38.13080360867914
1739209641.4383228;-45.120503652039325
1739209641.4383302;-33.981070128970906
1739209641.4383376;-38.13080360867914
1739209641.4383452;-38.13080360867914
1739209641.4383526;-38.13080360867914
1739209641.43836;-33.981070128970906
1739209641.4383674;-45.120503652039325
1739209641.4383748;-45.120503652039325
1739209641.4383824;-38.13080360867914
1739209641.4383898;-45.120503652039325
1739209641.4383972;-38.13080360867914
1739209641.4384046;-38.13080360867914
1739209641.438412;-45.120503652039325
1739209641.4384193;-45.120503652039325
1739209641.438427;-32.816014438256545
1739209641.4384344;-32.816014438256545
1739209641.4384418;-45.120503652039325
1739209641.4384491;-38.13080360867914
1739209641.4384565;-32.816014438256545
1739209641.438464;-33.981070128970906
1739209641.4384716;-45.120503652039325
1739209641.438479;-38.13080360867914
1739209641.4384863;-38.13080360867914
1739209641.4384937;-45.120503652039325
1739209641.4385011;-38.13080360867914
1739209641.4385087;-45.120503652039325
1739209641.4385161;-35.57807855764607
1739209641.4385235;-38.13080360867914
1739209641.438531;-45.120503652039325
1739209641.4385383;-38.13080360867914
1739209641.4385457;-32.816014438256545
1739209641.4385533;-38.13080360867914
1739209641.4385607;-45.120503652039325
1739209641.438568;-38.13080360867914
1739209641.4385755;-38.13080360867914
1739209641.438583;-38.13080360867914
1739209641.4385903;-45.120503652039325
1739209641.438598;-38.13080360867914
1739209641.4386053;-35.57807855764607
1739209641.4386127;-35.57807855764607
1739209641.43862;-45.120503652039325
1739209641.4386275;-45.120503652039325
1739209641.4386349;-45.120503652039325
1739209641.4386425;-45.120503652039325
1739209641.43865;-38.13080360867914
1739209641.4386573;-38.13080360867914
1739209641.4386647;-38.13080360867914
1739209641.438672;-45.120503652039325
1739209641.4386797;-45.120503652039325
1739209641.438687;-45.120503652039325
1739209641.4386945;-32.816014438256545
1739209641.4387019;-30.49652367304973
1739209641.4387093;-45.120503652039325
1739209641.4387167;-45.120503652039325
1739209641.4387243;-45.120503652039325
1739209641.4387317;-38.13080360867914
1739209641.438739;-45.120503652039325
1739209641.4387465;-45.120503652039325
1739209641.4387538;-38.13080360867914
1739209641.4387612;-45.120503652039325
1739209641.4387689;-45.120503652039325
1739209641.4387763;-38.13080360867914
1739209641.4387836;-33.981070128970906
1739209641.438791;-45.120503652039325
1739209641.4387984;-38.13080360867914
1739209641.438806;-45.120503652039325
1739209641.4388134;-35.57807855764607
1739209641.4388208;-33.981070128970906
1739209641.4388282;-38.13080360867914
1739209641.4388356;-45.120503652039325
1739209641.438843;-38.13080360867914
1739209641.4388506;-35.57807855764607
1739209641.438858;-38.13080360867914
1739209641.4388654;-38.13080360867914
1739209641.4388728;-45.120503652039325
1739209641.4388802;-45.120503652039325
1739209641.4388876;-45.120503652039325
1739209641.4388952;-45.120503652039325
1739209641.4389026;-45.120503652039325
1739209641.43891;-45.120503652039325
1739209641.4389174;-45.120503652039325
1739209641.4389248;-45.120503652039325
1739209641.4389324;-45.120503652039325
1739209641.4389398;-38.13080360867914
1739209641.4389472;-45.120503652039325
1739209641.4389546;-45.120503652039325
1739209641.438962;-33.981070128970906
1739209641.4389694;-35.57807855764607
1739209641.438977;-38.13080360867914
1739209641.4389844;-38.13080360867914
1739209641.4389918;-35.57807855764607
1739209641.4389992;-32.816014438256545
1739209641.4390066;-35.57807855764607
1739209641.439014;-33.981070128970906
1739209641.4390216;-45.120503652039325
1739209641.439029;-38.13080360867914
1739209641.4390364;-38.13080360867914
1739209641.4390438;-38.13080360867914
1739209641.4390512;-45.120503652039325
1739209641.4390588;-31.14110356531892
1739209641.4390662;-38.13080360867914
1739209641.4390736;-45.120503652039325
1739209641.439081;-38.13080360867914
1739209641.4390883;-38.13080360867914
1739209641.4390957;-32.816014438256545
1739209641.4391034;-45.120503652039325
1739209641.4391108;-45.120503652039325
1739209641.4391181;-33.981070128970906
1739209641.4391255;-45.120503652039325
1739209641.439133;-38.13080360867914
1739209641.4391403;-35.57807855764607
1739209641.439148;-35.57807855764607
1739209641.4391553;-35.57807855764607
1739209641.4391627;-38.13080360867914
1739209641.4391701;-45.120503652039325
1739209641.4391775;-38.13080360867914
1739209641.4391851;-45.120503652039325
1739209641.4391925;-45.120503652039325
1739209641.4392;-45.120503652039325
1739209641.4392073;-35.57807855764607
1739209641.4392147;-38.13080360867914
1739209641.439222;-38.13080360867914
1739209641.4392297;-38.13080360867914
1739209641.439237;-38.13080360867914
1739209641.4392445;-45.120503652039325
1739209641.439252;-45.120503652039325
1739209641.4392593;-33.981070128970906
1739209641.4392667;-45.120503652039325
1739209641.4392743;-45.120503652039325
1739209641.4392817;-35.57807855764607
1739209641.439289;-38.13080360867914
1739209641.4392965;-31.141103565318915
1739209641.4393039;-38.13080360867914
1739209641.4393113;-38.13080360867914
1739209641.439319;-45.120503652039325
1739209641.4393263;-33.981070128970906
1739209641.4393337;-35.57807855764607
1739209641.439341;-38.13080360867914
1739209641.4393485;-38.13080360867914
1739209641.439356;-33.981070128970906
1739209641.4393635;-45.120503652039325
1739209641.4393709;-38.13080360867914
1739209641.4393783;-45.120503652039325
1739209641.4393857;-38.13080360867914
1739209641.439393;-45.120503652039325
1739209641.4394007;-45.120503652039325
1739209641.439408;-35.57807855764607
1739209641.4394155;-28.58837851428586
1739209641.4394228;-38.13080360867914
1739209641.4394302;-38.13080360867914
1739209641.4394376;-38.13080360867914
1739209641.4394453;-31.141103565318915
1739209641.4394526;-38.13080360867914
1739209641.43946;-38.13080360867914
1739209641.4394674;-38.13080360867914
1739209641.4394748;-31.141103565318915
1739209641.4394825;-33.981070128970906
1739209641.4394898;-45.120503652039325
1739209641.4394972;-38.13080360867914
1739209641.4395046;-38.13080360867914
1739209641.439512;-45.120503652039325
1739209641.4395194;-38.13080360867914
1739209641.439527;-33.981070128970906
1739209641.4395344;-33.981070128970906
1739209641.4395418;-45.120503652039325
1739209641.4395492;-38.13080360867914
1739209641.4395566;-38.13080360867914
1739209641.439564;-38.13080360867914
1739209641.4395716;-38.13080360867914
1739209641.439579;-38.13080360867914
1739209641.4395864;-35.57807855764607
1739209641.4395938;-35.57807855764607
1739209641.4396012;-38.13080360867914
1739209641.4396088;-45.120503652039325
1739209641.4396162;-35.57807855764607
1739209641.4396236;-38.13080360867914
1739209641.439631;-38.13080360867914
1739209641.4396384;-45.120503652039325
1739209641.4396458;-45.120503652039325
1739209641.4396534;-35.57807855764607
1739209641.4396608;-38.13080360867914
1739209641.4396682;-45.120503652039325
1739209641.4396756;-35.57807855764607
1739209641.439683;-33.981070128970906
1739209641.4396904;-45.120503652039325
1739209641.439698;-45.120503652039325
1739209641.4397054;-38.13080360867914
1739209641.4397128;-33.981070128970906
