CAN Message; 0x1d3:0000730930ad2940
Timestamp;Amplitude
1739209850.181136;-38.13080360867914
1739209850.1811416;-38.13080360867914
1739209850.1811473;-45.120503652039325
1739209850.181153;-35.57807855764607
1739209850.1811588;-35.57807855764607
1739209850.1811645;-45.120503652039325
1739209850.1811702;-45.120503652039325
1739209850.1811762;-38.13080360867914
1739209850.181182;-38.13080360867914
1739209850.1811876;-45.120503652039325
1739209850.1811934;-45.120503652039325
1739209850.181199;-45.120503652039325
1739209850.1812048;-33.981070128970906
1739209850.1812105;-45.120503652039325
1739209850.1812162;-45.120503652039325
1739209850.181222;-32.816014438256545
1739209850.1812277;-35.57807855764607
1739209850.1812334;-45.120503652039325
1739209850.1812391;-45.120503652039325
1739209850.1812449;-38.13080360867914
1739209850.1812506;-38.13080360867914
1739209850.1812565;-45.120503652039325
1739209850.1812623;-38.13080360867914
1739209850.181268;-45.120503652039325
1739209850.1812737;-45.120503652039325
1739209850.1812794;-38.13080360867914
1739209850.1812851;-45.120503652039325
1739209850.1812909;-38.13080360867914
1739209850.1812966;-32.816014438256545
1739209850.1813023;-38.13080360867914
1739209850.181308;-38.13080360867914
1739209850.1813138;-38.13080360867914
1739209850.1813195;-38.13080360867914
1739209850.1813252;-38.13080360867914
1739209850.181331;-45.120503652039325
1739209850.1813369;-45.120503652039325
1739209850.1813426;-45.120503652039325
1739209850.1813483;-38.13080360867914
1739209850.181354;-38.13080360867914
1739209850.1813598;-38.13080360867914
1739209850.1813655;-45.120503652039325
1739209850.1813712;-35.57807855764607
1739209850.181377;-38.13080360867914
1739209850.1813827;-38.13080360867914
1739209850.1813884;-38.13080360867914
1739209850.181394;-38.13080360867914
1739209850.1813998;-35.57807855764607
1739209850.1814055;-45.120503652039325
1739209850.1814113;-33.981070128970906
1739209850.1814172;-45.120503652039325
1739209850.181423;-45.120503652039325
1739209850.1814287;-45.120503652039325
1739209850.1814344;-45.120503652039325
1739209850.18144;-38.13080360867914
1739209850.1814458;-38.13080360867914
1739209850.1814516;-32.816014438256545
1739209850.1814573;-38.13080360867914
1739209850.181463;-45.120503652039325
1739209850.1814687;-38.13080360867914
1739209850.1814744;-38.13080360867914
1739209850.1814802;-45.120503652039325
1739209850.181486;-45.120503652039325
1739209850.1814916;-45.120503652039325
1739209850.1814976;-45.120503652039325
1739209850.1815033;-45.120503652039325
1739209850.181509;-45.120503652039325
1739209850.1815147;-38.13080360867914
1739209850.1815205;-35.57807855764607
1739209850.1815262;-31.141103565318915
1739209850.181532;-45.120503652039325
1739209850.1815376;-45.120503652039325
1739209850.1815434;-32.816014438256545
1739209850.181549;-25.826314394896357
1739209850.1815548;-38.13080360867914
1739209850.1815605;-38.13080360867914
1739209850.1815662;-33.981070128970906
1739209850.181572;-31.141103565318915
1739209850.181578;-38.13080360867914
1739209850.1815836;-38.13080360867914
1739209850.1815894;-38.13080360867914
1739209850.181595;-35.57807855764607
1739209850.1816008;-38.13080360867914
1739209850.1816065;-38.13080360867914
1739209850.1816123;-33.981070128970906
1739209850.181618;-38.13080360867914
1739209850.1816237;-45.120503652039325
1739209850.1816294;-45.120503652039325
1739209850.1816351;-45.120503652039325
1739209850.1816409;-45.120503652039325
1739209850.1816466;-38.13080360867914
1739209850.1816523;-38.13080360867914
1739209850.1816583;-38.13080360867914
1739209850.181664;-35.57807855764607
1739209850.1816697;-45.120503652039325
1739209850.1816754;-45.120503652039325
1739209850.1816812;-45.120503652039325
1739209850.1816869;-45.120503652039325
1739209850.1816926;-35.57807855764607
1739209850.1816983;-38.13080360867914
1739209850.181704;-45.120503652039325
1739209850.1817098;-45.120503652039325
1739209850.1817155;-38.13080360867914
1739209850.1817212;-35.57807855764607
1739209850.181727;-38.13080360867914
1739209850.1817327;-33.981070128970906
1739209850.1817386;-38.13080360867914
1739209850.1817443;-38.13080360867914
1739209850.18175;-45.120503652039325
1739209850.1817558;-38.13080360867914
1739209850.1817615;-38.13080360867914
1739209850.1817672;-45.120503652039325
1739209850.181773;-45.120503652039325
1739209850.1817787;-33.981070128970906
1739209850.1817844;-33.981070128970906
1739209850.18179;-38.13080360867914
1739209850.1817958;-45.120503652039325
1739209850.1818016;-38.13080360867914
1739209850.1818073;-35.57807855764607
1739209850.181813;-35.57807855764607
1739209850.181819;-38.13080360867914
1739209850.1818247;-33.981070128970906
1739209850.1818304;-33.981070128970906
1739209850.1818361;-33.981070128970906
1739209850.1818419;-38.13080360867914
1739209850.1818476;-45.120503652039325
1739209850.1818533;-45.120503652039325
1739209850.181859;-45.120503652039325
1739209850.1818647;-45.120503652039325
1739209850.1818705;-33.981070128970906
1739209850.1818762;-38.13080360867914
1739209850.181882;-38.13080360867914
1739209850.1818876;-38.13080360867914
1739209850.1818933;-38.13080360867914
1739209850.1818993;-45.120503652039325
1739209850.181905;-45.120503652039325
1739209850.1819108;-38.13080360867914
1739209850.1819165;-33.981070128970906
1739209850.1819222;-33.981070128970906
1739209850.181928;-33.981070128970906
1739209850.1819336;-38.13080360867914
1739209850.1819394;-33.981070128970906
1739209850.181945;-32.816014438256545
1739209850.1819508;-38.13080360867914
1739209850.1819565;-38.13080360867914
1739209850.1819623;-38.13080360867914
1739209850.181968;-45.120503652039325
1739209850.1819737;-45.120503652039325
1739209850.1819797;-45.120503652039325
1739209850.1819854;-38.13080360867914
1739209850.181991;-45.120503652039325
1739209850.1819968;-38.13080360867914
1739209850.1820025;-38.13080360867914
1739209850.1820083;-45.120503652039325
1739209850.182014;-38.13080360867914
1739209850.1820197;-45.120503652039325
1739209850.1820254;-45.120503652039325
1739209850.1820312;-45.120503652039325
1739209850.1820369;-35.57807855764607
1739209850.1820426;-38.13080360867914
1739209850.1820483;-38.13080360867914
1739209850.182054;-45.120503652039325
1739209850.18206;-35.57807855764607
1739209850.1820657;-32.816014438256545
1739209850.1820714;-45.120503652039325
1739209850.1820772;-45.120503652039325
1739209850.182083;-35.57807855764607
1739209850.1820886;-35.57807855764607
1739209850.1820943;-45.120503652039325
1739209850.1821;-38.13080360867914
1739209850.1821058;-45.120503652039325
1739209850.1821115;-45.120503652039325
1739209850.1821172;-45.120503652039325
1739209850.182123;-45.120503652039325
1739209850.1821287;-38.13080360867914
1739209850.1821344;-38.13080360867914
1739209850.1821404;-45.120503652039325
1739209850.182146;-38.13080360867914
1739209850.1821518;-32.816014438256545
1739209850.1821575;-38.13080360867914
1739209850.1821632;-45.120503652039325
1739209850.182169;-45.120503652039325
1739209850.1821747;-32.816014438256545
1739209850.1821804;-38.13080360867914
