CAN Message; 0x1a7:00003ddfcd526266
Timestamp;Amplitude
1739209725.3567863;-38.13080360867914
1739209725.3567946;-38.13080360867914
1739209725.356803;-35.57807855764607
1739209725.3568113;-38.13080360867914
1739209725.3568196;-45.120503652039325
1739209725.356828;-45.120503652039325
1739209725.3568363;-38.13080360867914
1739209725.3568447;-38.13080360867914
1739209725.356853;-35.57807855764607
1739209725.3568614;-35.57807855764607
1739209725.3568697;-38.13080360867914
1739209725.356878;-45.120503652039325
1739209725.3568864;-35.57807855764607
1739209725.3568947;-35.57807855764607
1739209725.356903;-38.13080360867914
1739209725.3569114;-38.13080360867914
1739209725.3569198;-31.141103565318893
1739209725.356928;-38.13080360867914
1739209725.3569365;-38.13080360867914
1739209725.3569448;-33.981070128970906
1739209725.3569531;-38.13080360867914
1739209725.3569615;-45.120503652039325
1739209725.3569698;-45.120503652039325
1739209725.3569782;-38.13080360867914
1739209725.3569865;-38.13080360867914
1739209725.3569949;-32.816014438256545
1739209725.3570032;-31.141103565318915
1739209725.3570116;-45.120503652039325
1739209725.35702;-45.120503652039325
1739209725.3570282;-45.120503652039325
1739209725.3570366;-45.120503652039325
1739209725.357045;-45.120503652039325
1739209725.3570533;-38.13080360867914
1739209725.3570616;-45.120503652039325
1739209725.35707;-31.141103565318915
1739209725.3570783;-35.57807855764607
1739209725.3570867;-45.120503652039325
1739209725.357095;-45.120503652039325
1739209725.3571033;-45.120503652039325
1739209725.3571117;-45.120503652039325
1739209725.35712;-45.120503652039325
1739209725.3571284;-45.120503652039325
1739209725.3571367;-38.13080360867914
1739209725.357145;-38.13080360867914
1739209725.3571534;-38.13080360867914
1739209725.3571618;-38.13080360867914
1739209725.35717;-38.13080360867914
1739209725.3571784;-38.13080360867914
1739209725.3571868;-45.120503652039325
1739209725.3571951;-33.981070128970906
1739209725.3572035;-31.141103565318893
1739209725.3572118;-38.13080360867914
1739209725.3572202;-45.120503652039325
1739209725.3572285;-35.57807855764607
1739209725.3572369;-32.816014438256545
1739209725.3572452;-45.120503652039325
1739209725.3572536;-45.120503652039325
1739209725.357262;-38.13080360867914
1739209725.3572702;-45.120503652039325
1739209725.3572786;-38.13080360867914
1739209725.357287;-35.57807855764607
1739209725.3572953;-45.120503652039325
1739209725.3573036;-33.981070128970906
1739209725.357312;-33.981070128970906
1739209725.3573203;-45.120503652039325
1739209725.3573287;-38.13080360867914
1739209725.357337;-31.141103565318893
1739209725.3573453;-38.13080360867914
1739209725.3573537;-38.13080360867914
1739209725.357362;-38.13080360867914
1739209725.3573704;-45.120503652039325
1739209725.3573787;-45.120503652039325
1739209725.357387;-45.120503652039325
1739209725.3573954;-38.13080360867914
1739209725.3574038;-45.120503652039325
1739209725.357412;-45.120503652039325
1739209725.3574204;-45.120503652039325
1739209725.3574288;-45.120503652039325
1739209725.3574371;-35.57807855764607
1739209725.3574455;-38.13080360867914
1739209725.3574538;-38.13080360867914
1739209725.3574622;-38.13080360867914
1739209725.3574705;-38.13080360867914
1739209725.3574789;-33.981070128970906
1739209725.3574872;-45.120503652039325
1739209725.3574955;-45.120503652039325
1739209725.357504;-45.120503652039325
1739209725.3575122;-45.120503652039325
1739209725.3575206;-45.120503652039325
1739209725.357529;-38.13080360867914
1739209725.3575373;-38.13080360867914
1739209725.3575456;-45.120503652039325
1739209725.357554;-38.13080360867914
1739209725.3575623;-45.120503652039325
1739209725.3575706;-45.120503652039325
1739209725.357579;-38.13080360867914
1739209725.3575873;-38.13080360867914
1739209725.3575957;-45.120503652039325
1739209725.357604;-33.981070128970906
1739209725.3576124;-38.13080360867914
1739209725.3576207;-32.816014438256545
1739209725.357629;-38.13080360867914
1739209725.3576374;-35.57807855764607
1739209725.3576458;-38.13080360867914
1739209725.357654;-38.13080360867914
1739209725.3576624;-38.13080360867914
1739209725.3576708;-45.120503652039325
1739209725.3576791;-38.13080360867914
1739209725.3576875;-38.13080360867914
1739209725.3576958;-35.57807855764607
1739209725.3577042;-45.120503652039325
1739209725.3577125;-45.120503652039325
1739209725.3577209;-38.13080360867914
1739209725.3577292;-38.13080360867914
1739209725.3577375;-45.120503652039325
1739209725.357746;-32.816014438256545
1739209725.3577542;-38.13080360867914
1739209725.3577626;-45.120503652039325
1739209725.357771;-45.120503652039325
1739209725.3577793;-38.13080360867914
1739209725.3577876;-38.13080360867914
1739209725.357796;-38.13080360867914
1739209725.3578043;-33.981070128970906
1739209725.3578126;-28.992665084841942
1739209725.357821;-35.57807855764607
1739209725.3578293;-38.13080360867914
1739209725.3578377;-45.120503652039325
1739209725.357846;-38.13080360867914
1739209725.3578544;-35.57807855764607
1739209725.3578627;-38.13080360867914
1739209725.357871;-45.120503652039325
1739209725.3578794;-38.13080360867914
1739209725.3578877;-38.13080360867914
1739209725.357896;-38.13080360867914
1739209725.3579044;-45.120503652039325
1739209725.3579128;-38.13080360867914
1739209725.3579211;-35.57807855764607
1739209725.3579295;-35.57807855764607
1739209725.3579378;-38.13080360867914
1739209725.3579462;-33.981070128970906
1739209725.3579545;-45.120503652039325
1739209725.3579628;-38.13080360867914
1739209725.3579712;-45.120503652039325
1739209725.3579795;-38.13080360867914
1739209725.3579879;-38.13080360867914
1739209725.3579962;-38.13080360867914
1739209725.3580046;-45.120503652039325
1739209725.358013;-28.58837851428586
1739209725.3580213;-35.57807855764607
1739209725.3580296;-45.120503652039325
1739209725.358038;-45.120503652039325
1739209725.3580463;-35.57807855764607
1739209725.3580546;-35.57807855764607
1739209725.358063;-38.13080360867914
1739209725.3580713;-45.120503652039325
1739209725.3580797;-30.49652367304973
1739209725.358088;-35.57807855764607
1739209725.3580964;-38.13080360867914
1739209725.3581047;-38.13080360867914
1739209725.358113;-38.13080360867914
1739209725.3581214;-33.981070128970906
1739209725.3581297;-38.13080360867914
1739209725.358138;-45.120503652039325
1739209725.3581464;-33.981070128970906
1739209725.3581548;-38.13080360867914
1739209725.358163;-38.13080360867914
1739209725.3581715;-45.120503652039325
1739209725.3581798;-38.13080360867914
1739209725.3581882;-38.13080360867914
1739209725.3581965;-45.120503652039325
1739209725.3582048;-45.120503652039325
1739209725.3582132;-28.992665084841942
1739209725.3582215;-38.13080360867914
1739209725.3582299;-38.13080360867914
1739209725.3582382;-45.120503652039325
1739209725.3582466;-33.981070128970906
1739209725.358255;-45.120503652039325
1739209725.3582633;-38.13080360867914
1739209725.3582716;-45.120503652039325
1739209725.35828;-45.120503652039325
1739209725.3582883;-38.13080360867914
1739209725.3582966;-35.57807855764607
1739209725.358305;-45.120503652039325
1739209725.3583133;-38.13080360867914
1739209725.3583217;-38.13080360867914
1739209725.35833;-38.13080360867914
1739209725.3583384;-38.13080360867914
1739209725.3583467;-38.13080360867914
1739209725.358355;-35.57807855764607
1739209725.3583634;-38.13080360867914
1739209725.3583717;-38.13080360867914
1739209725.35838;-38.13080360867914
1739209725.3583884;-45.120503652039325
1739209725.3583968;-38.13080360867914
1739209725.358405;-38.13080360867914
1739209725.3584135;-38.13080360867914
1739209725.3584218;-38.13080360867914
1739209725.3584301;-45.120503652039325
1739209725.3584385;-45.120503652039325
1739209725.3584468;-38.13080360867914
1739209725.3584552;-38.13080360867914
1739209725.3584635;-45.120503652039325
1739209725.3584719;-35.57807855764607
1739209725.3584802;-38.13080360867914
1739209725.3584886;-38.13080360867914
1739209725.358497;-45.120503652039325
1739209725.3585052;-45.120503652039325
1739209725.3585136;-38.13080360867914
1739209725.358522;-38.13080360867914
1739209725.3585303;-38.13080360867914
1739209725.3585386;-45.120503652039325
1739209725.358547;-33.981070128970906
1739209725.3585553;-38.13080360867914
1739209725.3585637;-45.120503652039325
1739209725.358572;-38.13080360867914
1739209725.3585804;-38.13080360867914
1739209725.3585887;-45.120503652039325
1739209725.358597;-45.120503652039325
1739209725.3586054;-35.57807855764607
1739209725.3586137;-38.13080360867914
1739209725.358622;-45.120503652039325
1739209725.3586304;-45.120503652039325
1739209725.3586388;-45.120503652039325
1739209725.358647;-45.120503652039325
1739209725.3586555;-38.13080360867914
1739209725.3586638;-38.13080360867914
1739209725.3586721;-35.57807855764607
1739209725.3586805;-38.13080360867914
1739209725.3586888;-45.120503652039325
1739209725.3586972;-38.13080360867914
1739209725.3587055;-45.120503652039325
1739209725.3587139;-45.120503652039325
1739209725.3587222;-38.13080360867914
1739209725.3587306;-38.13080360867914
1739209725.358739;-45.120503652039325
1739209725.3587472;-38.13080360867914
1739209725.3587556;-45.120503652039325
1739209725.358764;-38.13080360867914
1739209725.3587723;-35.57807855764607
1739209725.3587806;-31.141103565318915
1739209725.358789;-38.13080360867914
1739209725.3587973;-45.120503652039325
